manifest,leg,trailer,reefer_unit,trip_start,trip_end,route,origin,destination,leg_miles,total_miles,service_type,temperature,season,month,day_of_week,trip_duration_days,is_slxi,is_thermoking,is_carrier,reefer_model,reefer_year,pm_policy_days,reefer_age_at_trip,container_age_at_trip,reefer_install_days_at_trip,days_since_last_pm,is_pm_overdue,days_pm_overdue,pm_on_time_count,pm_late_count,pm_total_intervals,pm_compliance_ratio,pm_gap_mean,pm_gap_std,pm_gap_cv,pm_gap_max,pm_gap_min,days_since_major_service,has_had_major_service,days_since_starter_replacement,has_had_starter_replacement,days_since_alternator_replacement,has_had_alternator_replacement,days_since_battery_replacement,has_had_battery_replacement,days_since_fuel_polishing,has_had_fuel_polishing,repair_cum_cost,repair_cum_count,nonpm_cum_cost,nonpm_cum_count,repair_cost_30d,repair_count_30d,nonpm_cost_30d,nonpm_count_30d,repair_cost_90d,repair_count_90d,nonpm_cost_90d,nonpm_count_90d,repair_cost_180d,repair_count_180d,nonpm_cost_180d,nonpm_count_180d,repair_cost_365d,repair_count_365d,nonpm_cost_365d,nonpm_count_365d,repair_acceleration,repeat_repairs_90d,max_repeat_count_90d,genrep_to_pm_ratio,days_since_any_shop_visit,unique_repair_reasons_90d,unique_shops_365d,unique_compcodes_cum,unique_compcodes_365d,unique_shops,has_dor,has_dor_90d,has_accident,has_warranty,compressor_cum,compressor_90d,compressor_365d,electrical_charging_cum,electrical_charging_90d,electrical_charging_365d,fuel_system_cum,fuel_system_90d,fuel_system_365d,condenser_cum,condenser_90d,condenser_365d,engine_cum,engine_90d,engine_365d,evaporator_cum,evaporator_90d,evaporator_365d,refrigerant_lines_cum,refrigerant_lines_90d,refrigerant_lines_365d,coolant_cum,coolant_90d,coolant_365d,sheet_metal_cum,sheet_metal_90d,sheet_metal_365d,throttle_cum,throttle_90d,throttle_365d,starter_cranking_cum,starter_cranking_90d,starter_cranking_365d,drier_cum,drier_90d,drier_365d,diagnosis_cum,diagnosis_90d,diagnosis_365d,chute_bulkhead_cum,chute_bulkhead_90d,chute_bulkhead_365d,data_logger_cum,data_logger_90d,data_logger_365d,unit_retrieval_cum,unit_retrieval_90d,unit_retrieval_365d,thermostat_cum,thermostat_90d,thermostat_365d,expansion_valve_cum,expansion_valve_90d,expansion_valve_365d,exhaust_egr_cum,exhaust_egr_90d,exhaust_egr_365d,defrost_cum,defrost_90d,defrost_365d,control_panel_cum,control_panel_90d,control_panel_365d,remote_status_light_cum,remote_status_light_90d,remote_status_light_365d,has_dor_14d,has_electrical_14d,has_starter_14d,days_since_last_repair,diag_no_fix_14d,n_repair_groups_14d,has_repeat_repair_30d,repair_cost_14d,telem_shutdowns_total,telem_alarms_total,telem_low_fuel_total,telem_restarts_total,telem_not_reporting_total,telem_events_total,telem_shutdowns_90d,telem_alarms_90d,telem_low_fuel_90d,telem_events_90d,telem_shutdowns_180d,telem_alarms_180d,telem_low_fuel_180d,telem_events_180d,days_since_last_telem_shutdown,days_since_last_alarm,days_since_last_low_fuel,days_since_last_telem_event,last_battery_voltage,min_battery_voltage_90d,battery_below_12v,last_fuel_pct,alarm_red_total,alarm_yellow_total,alarm_green_total,alarm_red_90d,alarm_yellow_90d,alarm_severity_score,alarm_severity_score_90d,engine_hours_at_trip,engine_hours_per_day,engine_hours_since_last_pm,container_repair_cum_count,container_repair_cum_cost,container_repair_count_90d,container_repair_cost_90d,container_repair_count_365d,container_repair_cost_365d,days_since_last_container_repair,fuel_fills_total,fuel_fills_30d,fuel_fills_90d,fuel_avg_liters_per_fill,days_since_last_fuel_fill,fuel_avg_liters_90d,origin_temp,dest_temp,transit_temp_swing,transit_min_temp,transit_max_temp,origin_dest_temp_diff,extreme_cold_flag,danger_zone_flag,heating_mode,last_mode_continuous,last_mode_cycle_sentry,continuous_mode_ratio,shutdown
2159844,14099754,693007,AST-1492,2025-02-01 19:08:00.000,2025-02-10 07:53:00.000,Hub-West -> Hub-Metro,Hub-West,Hub-Metro,2256.0,2256,FRZ,-10.0,Winter,2,5,8.53125,0,1,0,MDL-600,2016.0,90,9.083333333333258,8.083333333333258,1803,52.0,0.0,0.0,0.0,2.0,2.0,0.0,107.0,3.0,0.02803738317757,110.0,104.0,268.0,1,,0,,0,,0,52.0,1,2712.82,6,1051.05,2,0.0,0,0.0,0,403.61,1,0.0,0,1882.77,4,1051.05,2,2712.82,6,1051.05,2,0.3333333333333333,0,0,0.5,52.0,0,3,6,6,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,23738.0,7.212938005390836,781.0,3,325.68,1,32.5,3,325.68,44.0,16,1,6,112.764375,23.792361111111116,119.99833333333332,9.4,16.8,57.9,-26.5,31.4,7.4,1,1,0.0,,,,0
2160331,14099467,673821,AST-1439,2025-02-01 22:05:00.000,2025-02-10 07:53:00.000,Hub-West -> Hub-Metro,Hub-West,Hub-Metro,2256.0,2256,FRZ,-10.0,Winter,2,5,8.408333333333333,0,1,0,C600,2017.0,90,8.083333333333258,8.083333333333258,1803,30.0,0.0,0.0,0.0,2.0,2.0,0.0,144.5,1.5,0.0103806228373702,146.0,143.0,277.0,1,,0,,0,,0,59.0,1,5933.87,11,5213.76,9,974.42,2,974.42,2,2018.85,5,2018.85,5,3598.43,8,3181.93,7,5933.87,11,5213.76,9,1.6666666666666667,1,5,4.5,6.0,1,4,13,13,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,6,4,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,856.8199999999999,0,0,0,2,0,2,0,0,0,2,0,0,0,2,,,,11.864583333333334,13.55,13.48,0.0,85.0,0,0,0,0,0,0,0,19800.0,6.67448275862069,280.0,10,843.84,4,393.36,10,843.84,1.0,8,2,3,112.24375,0.6541666666666667,106.22333333333334,9.4,16.8,57.9,-26.5,31.4,7.4,1,1,0.0,1.0,0.0,1.0,0
2159445,14098850,693030,AST-1511,2025-02-01 23:00:00.000,2025-02-04 13:00:00.000,Hub-East -> Hub-West,Hub-East,Hub-West,2127.0,2127,FRSH,34.0,Winter,2,5,2.583333333333333,0,1,0,MDL-600,2016.0,90,9.083333333333258,8.083333333333258,1803,187.0,1.0,97.0,0.0,1.0,1.0,0.0,140.0,0.0,0.0,140.0,140.0,116.0,1,259.0,1,,0,259.0,1,116.0,1,3468.48,8,2600.39,6,0.0,0,0.0,0,0.0,0,0.0,0,988.78,3,318.5,2,3401.07,7,2532.98,5,0.0,0,0,3.0,116.0,0,4,13,12,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0,0,0,0,0.0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,,,17.958333333333332,17.958333333333332,12.3,12.3,0.0,35.0,0,1,0,0,1,2,2,21887.0,7.029220779220779,1671.0,8,318.77,2,65.0,8,318.77,36.0,20,2,6,102.0095,15.427083333333334,118.27666666666666,10.0,-15.5,44.1,-19.5,24.6,25.5,1,1,1.0,0.0,1.0,0.0,0
2160326,14099543,693117,AST-1592,2025-02-01 23:40:00.000,2025-02-08 17:52:00.000,Hub-Pacific -> Hub-East,Hub-Pacific,Hub-East,2738.0,2738,UNK,-10.0,Winter,2,5,6.758333333333334,1,1,0,SLXI-DRC,2018.0,120,7.0833333333332575,7.0833333333332575,1802,207.0,1.0,87.0,1.0,0.0,1.0,1.0,111.0,0.0,0.0,111.0,111.0,160.0,1,319.0,1,,0,,0,160.0,1,5778.84,7,5778.84,7,0.0,0,0.0,0,0.0,0,0.0,0,1011.72,1,1011.72,1,5486.51,6,5486.51,6,0.0,0,0,7.0,160.0,0,4,10,10,5,1,0,0,0,2,0,2,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,0,0,0,0.0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,,,1.9861111111111112,1.9861111111111112,14.25,14.25,0.0,11.0,0,1,0,0,1,2,2,16168.0,5.492220650636492,1328.0,5,984.26,1,735.48,4,938.2,81.0,9,0,0,70.23333333333332,106.31736111111113,,34.0,21.6,73.7,-30.8,42.9,12.4,1,0,0.0,0.0,1.0,0.0,0
2160214,14099587,693187,AST-1644,2025-02-01 23:40:00.000,2025-02-08 17:52:00.000,Hub-Pacific -> Hub-East,Hub-Pacific,Hub-East,2738.0,2738,UNK,-10.0,Winter,2,5,6.758333333333334,1,1,0,SLXI-DRC,2019.0,120,6.0833333333332575,6.0833333333332575,1802,151.0,1.0,31.0,1.0,0.0,1.0,1.0,96.0,0.0,0.0,96.0,96.0,,0,,0,,0,,0,200.0,1,1791.51,6,873.99,3,0.0,0,0.0,0,248.13,1,0.0,0,501.02,2,0.0,0,1292.86,5,375.34,2,1.0,0,0,1.0,88.0,0,3,7,6,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,0,0,0.0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,,,2.986111111111111,2.986111111111111,12.43,12.43,0.0,31.0,0,1,0,0,1,2,2,12114.0,6.551532033426184,1187.0,7,671.6,2,87.34,7,671.6,60.0,16,1,3,75.776875,11.5125,61.59,34.0,21.6,73.7,-30.8,42.9,12.4,1,0,0.0,0.0,1.0,0.0,1
2160125,14099733,693112,AST-1587,2025-02-01 23:40:00.000,2025-02-08 17:52:00.000,Hub-Pacific -> Hub-East,Hub-Pacific,Hub-East,2738.0,2738,UNK,-10.0,Winter,2,5,6.758333333333334,1,1,0,SLXI-DRC,2018.0,120,7.0833333333332575,7.0833333333332575,1802,75.0,0.0,0.0,2.0,0.0,2.0,1.0,106.0,2.0,0.0188679245283018,108.0,104.0,183.0,1,73.0,1,,0,,0,183.0,1,6011.02,7,5379.12,5,0.0,0,0.0,0,2971.0,2,2633.09,1,2971.0,2,2633.09,1,5332.6,6,4700.700000000001,4,2.0,0,1,2.5,73.0,1,3,10,10,4,0,0,0,0,2,1,2,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,0,0,0,0.0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,,,2.986111111111111,2.986111111111111,12.46,12.46,0.0,23.0,0,1,0,0,1,2,2,20619.0,7.221614227086183,531.0,7,555.28,2,65.0,6,380.84,24.0,8,0,2,87.025,51.78472222222222,114.3,34.0,21.6,73.7,-30.8,42.9,12.4,1,0,0.0,0.0,1.0,0.0,0
2160305,14099246,693017,AST-1502,2025-02-01 23:59:00.000,2025-02-07 10:44:08.703,Hub-West -> Hub-East,Hub-West,Hub-East,2127.0,2127,FRZ,-10.0,Winter,2,5,5.448017395833333,0,1,0,MDL-600,2016.0,90,9.083333333333258,8.083333333333258,1803,80.0,0.0,0.0,0.0,2.0,2.0,0.0,122.5,5.5,0.0448979591836734,128.0,117.0,325.0,1,,0,,0,,0,207.0,1,3444.23,7,3103.19,5,0.0,0,0.0,0,194.04,1,0.0,0,1342.61,3,1148.5700000000002,2,3444.23,7,3103.19,5,0.5,0,0,2.5,80.0,0,4,9,9,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,20202.0,5.726315789473684,534.0,4,327.22,1,32.5,4,327.22,76.0,10,1,4,138.576,11.92013888888889,146.665,9.4,28.9,53.9,-21.0,32.9,19.5,1,1,0.0,,,,0
2160309,14099358,673589,AST-1295,2025-02-01 23:59:00.000,2025-02-08 03:32:00.000,Hub-West -> Hub-East,Hub-West,Hub-East,2127.0,2127,,,Winter,2,5,6.147916666666666,0,1,0,MDL-600,2014.0,90,11.083333333333258,10.083333333333258,1803,188.0,1.0,98.0,,,,,,,,,,109.0,1,,0,,0,,0,109.0,1,2760.46,4,2760.46,4,0.0,0,0.0,0,0.0,0,0.0,0,1414.18,1,1414.18,1,2562.5,3,2562.5,3,0.0,0,0,4.0,109.0,0,3,7,7,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,14787.0,6.730275229357798,899.0,6,757.91,0,0.0,5,725.41,107.0,16,3,4,87.168125,10.145138888888887,62.615,9.4,21.6,57.9,-26.5,31.4,12.2,1,1,,,,,0
2160298,14099204,535064,AST-1210,2025-02-01 23:59:00.000,2025-02-08 03:32:00.000,Hub-West -> Hub-East,Hub-West,Hub-East,2127.0,2127,FRZ,-10.0,Winter,2,5,6.147916666666666,1,1,0,SLXI-DRC,2018.0,120,7.0833333333332575,7.0833333333332575,2377,154.0,1.0,34.0,0.0,1.0,1.0,0.0,149.0,0.0,0.0,149.0,149.0,,0,,0,,0,,0,123.0,1,6234.4,12,5558.43,9,147.0,1,147.0,1,147.0,1,147.0,1,1004.98,4,934.42,3,6185.4,11,5509.43,8,0.3333333333333333,0,1,3.0,9.0,1,7,13,12,7,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,0,147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,12883.0,5.388203017832647,877.0,4,444.37,0,0.0,3,411.87,157.0,16,1,2,65.875625,10.692361111111111,119.4,9.4,21.6,57.9,-26.5,31.4,12.2,1,1,0.0,,,,0
2160296,14099208,673643,AST-1311,2025-02-01 23:59:00.000,2025-02-08 07:14:00.000,Hub-West -> Hub-East,Hub-West,Hub-East,2127.0,2127,,,Winter,2,5,6.302083333333333,0,1,0,MDL-600,2015.0,90,10.083333333333258,10.083333333333258,1803,194.0,1.0,104.0,0.0,1.0,1.0,0.0,197.0,0.0,0.0,197.0,197.0,,0,,0,,0,,0,194.0,1,5958.83,4,5702.22,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5702.22,3,5702.22,3,,0,0,3.0,194.0,0,2,5,5,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,20728.0,5.737134909596662,910.0,7,478.16,1,32.5,4,219.76,80.0,8,0,2,95.285,45.40277777777778,91.905,9.4,21.6,57.9,-26.5,31.4,12.2,1,1,,,,,0
2160094,14098052,693254,AST-1708,2025-02-01 23:59:00.000,2025-02-08 07:14:00.000,Hub-West -> Hub-East,Hub-West,Hub-East,2127.0,2127,FRZ,-10.0,Winter,2,5,6.302083333333333,1,1,0,SLXI-DRC,2019.0,120,6.0833333333332575,6.0833333333332575,1802,128.0,1.0,8.0,0.0,1.0,1.0,0.0,121.0,0.0,0.0,121.0,121.0,377.0,1,,0,,0,25.0,1,128.0,1,4998.03,7,4360.13,5,1784.01,2,1784.01,2,1784.01,2,1784.01,2,2183.75,3,1784.01,2,4069.71,6,3431.81,4,2.0,1,2,2.5,2.0,1,4,9,7,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0,21.59,0,0,1,0,1,2,0,0,1,2,0,0,1,2,,,3.999305555555555,3.999305555555555,14.18,14.18,0.0,22.0,0,1,0,0,1,2,2,12184.0,7.359826589595376,1051.0,8,686.36,2,305.64,7,653.86,2.0,13,0,3,100.20076923076924,53.97708333333333,95.96666666666664,9.4,21.6,57.9,-26.5,31.4,12.2,1,1,0.0,1.0,0.0,1.0,0
2160099,14098056,673860,AST-1471,2025-02-01 23:59:00.000,2025-02-08 07:14:00.000,Hub-West -> Hub-East,Hub-West,Hub-East,2127.0,2127,FRZ,-10.0,Winter,2,5,6.302083333333333,0,1,0,C600,2017.0,90,8.083333333333258,8.083333333333258,1803,138.0,1.0,48.0,0.0,2.0,2.0,0.0,106.5,8.5,0.0798122065727699,115.0,98.0,,0,351.0,1,,0,,0,306.0,1,5846.28,10,5629.55,9,658.01,2,658.01,2,658.01,2,658.01,2,874.74,3,658.01,2,5846.28,10,5629.55,9,2.0,1,2,9.0,10.0,1,5,12,12,5,1,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1,1,1,402.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,17501.0,5.510355029585799,731.0,6,1314.22,1,317.52,6,1314.22,10.0,12,2,4,136.86416666666668,3.446527777777778,101.375,9.4,21.6,57.9,-26.5,31.4,12.2,1,1,0.0,,,,0
2160327,14099346,693203,AST-1659,2025-02-02 00:18:00.000,2025-02-07 11:29:00.000,Hub-Metro -> Hub-West,Hub-Metro,Hub-West,2256.0,2256,FRSH,34.0,Winter,2,6,5.465972222222222,1,1,0,SLXI-DRC,2019.0,120,6.0833333333332575,6.0833333333332575,1802,1.0,0.0,0.0,,,,,,,,,,156.0,1,,0,,0,,0,156.0,1,6551.92,11,6116.86,10,2154.9300000000003,4,1719.87,3,4826.93,7,4391.87,6,5365.33,8,4930.27,7,6504.7,10,6069.639999999999,9,7.0,1,6,10.0,1.0,1,4,12,12,5,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2,1,1882.5,1,0,2,0,0,3,1,0,2,3,1,0,2,3,10.708333333333334,,19.0125,10.708333333333334,12.34,12.34,0.0,0.0,0,4,0,0,4,8,8,11598.0,7.280555555555556,0.0,7,395.9,1,32.5,6,365.9,42.0,16,1,7,61.150625000000005,26.648611111111112,59.62857142857143,-2.0,-0.0,47.5,-13.3,34.2,2.0,1,0,1.0,0.0,0.0,0.0,0
2160358,14099520,673660,AST-1319,2025-02-02 00:18:00.000,2025-02-09 06:04:00.000,Hub-Metro -> Hub-Prairie,Hub-Metro,Hub-Prairie,1980.0,1980,FRSH,34.0,Winter,2,6,7.240277777777778,0,1,0,MDL-600,2015.0,90,10.083333333333258,10.083333333333258,1803,52.0,0.0,0.0,1.0,2.0,3.0,0.3333333333333333,80.66666666666667,56.48205221326703,0.7001907299165333,132.0,2.0,278.0,1,,0,,0,,0,52.0,1,8255.85,13,7888.35,12,0.0,0,0.0,0,2445.73,4,2078.23,3,3923.35,6,3555.85,5,8255.85,13,7888.35,12,2.0,1,3,12.0,33.0,1,5,11,11,5,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,7,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,22015.0,6.254411764705883,191.0,9,449.64,3,138.5,9,449.64,15.0,9,0,2,200.38,51.46388888888889,110.405,-2.0,-4.4,27.4,-13.2,14.2,2.4000000000000004,1,0,1.0,,,,0
2159652,14099414,673669,AST-1823,2025-02-02 00:18:00.000,2025-02-07 11:29:00.000,Hub-Metro -> Hub-West,Hub-Metro,Hub-West,2256.0,2256,FRSH,34.0,Winter,2,6,5.465972222222222,0,0,1,7500 APX RL,2025.0,90,0.0833333333332575,10.083333333333258,-296,,,,,,,,,,,,,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,4,240.63,0,0.0,4,240.63,178.0,10,0,3,106.777,46.386805555555554,68.26666666666667,-2.0,-0.0,47.5,-13.3,34.2,2.0,1,0,1.0,,,,0
2160324,14099340,693109,AST-1584,2025-02-02 01:45:00.000,2025-02-09 14:22:00.000,Hub-Metro -> Hub-Pacific,Hub-Metro,Hub-Pacific,2937.0,2937,FRSH,34.0,Winter,2,6,7.5256944444444445,1,1,0,SLXI-DRC,2018.0,120,7.0833333333332575,7.0833333333332575,1802,297.0,1.0,177.0,,,,,,,,,,258.0,1,,0,,0,,0,258.0,1,3095.23,5,3095.23,5,0.0,0,0.0,0,0.0,0,0.0,0,17.48,1,17.48,1,2390.93,3,2390.93,3,0.0,0,0,5.0,93.0,0,3,10,7,4,1,0,0,0,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0,0.0,0,0,2,0,0,2,0,0,2,2,0,0,2,2,,,17.072916666666668,17.072916666666668,14.18,14.18,0.0,0.0,0,2,0,0,2,4,4,15834.0,5.488559892328398,1665.0,5,425.64,1,32.5,3,261.0,67.0,9,1,5,71.64333333333333,2.1069444444444443,74.586,-2.0,28.1,47.7,-13.3,34.4,30.1,1,0,1.0,0.0,1.0,0.5,1
2159654,14099182,530450,AST-1067,2025-02-02 01:45:00.000,2025-02-06 14:46:00.000,Hub-Metro -> Hub-North,Hub-Metro,Hub-North,2246.0,2246,FRSH,34.0,Winter,2,6,4.542361111111111,0,1,0,MDL-230,2013.0,90,12.083333333333258,11.083333333333258,4090,118.0,1.0,28.0,0.0,1.0,1.0,0.0,106.0,0.0,0.0,106.0,106.0,4.0,1,,0,,0,35.0,1,224.0,1,2956.96,10,2681.72,9,484.56,1,484.56,1,975.97,2,975.97,2,2092.94,5,2092.94,5,2956.96,10,2681.72,9,0.6666666666666666,1,2,9.0,4.0,1,5,8,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,2,0,484.56,0,1,1,0,0,2,0,1,1,2,0,1,1,2,,28.072916666666668,10.072916666666666,10.072916666666666,12.68,12.68,0.0,17.0,0,1,1,0,1,3,2,21487.0,6.276510067114094,694.0,4,130.0,1,32.5,4,130.0,21.0,15,2,3,99.74466666666666,0.6916666666666667,72.70333333333333,-2.0,5.7,47.5,-13.3,34.2,7.7,1,0,1.0,0.0,1.0,0.5,0
2157359,14092639,535045,AST-1200,2025-02-02 01:45:00.000,2025-02-09 14:22:00.000,Hub-Metro -> Hub-Pacific,Hub-Metro,Hub-Pacific,2937.0,2937,UNK,34.0,Winter,2,6,7.5256944444444445,1,1,0,SLXI-DRC,2018.0,120,7.0833333333332575,7.0833333333332575,2377,143.0,1.0,23.0,1.0,0.0,1.0,1.0,97.0,0.0,0.0,97.0,97.0,,0,,0,,0,,0,241.0,1,2169.1800000000003,7,1857.54,6,83.3,1,83.3,1,83.3,1,83.3,1,981.27,2,981.27,2,2169.1800000000003,7,1857.54,6,1.0,0,1,6.0,7.0,1,4,9,9,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,0,83.3,0,1,1,0,0,2,0,1,1,2,0,1,1,2,,8.072916666666666,12.072916666666666,8.072916666666666,14.28,14.28,0.0,86.0,0,2,0,0,2,4,4,12569.0,6.4094707520891365,1012.0,8,519.44,1,32.5,7,486.94,86.0,15,4,4,124.50533333333334,8.134722222222223,78.81,-2.0,28.1,47.7,-13.3,34.4,30.1,1,0,1.0,1.0,0.0,0.5,0
