manifest,leg,trailer,reefer_unit,trip_start,trip_end,route,origin,destination,leg_miles,total_miles,service_type,temperature,season,month,day_of_week,trip_duration_days,is_slxi,is_thermoking,is_carrier,reefer_model,reefer_year,pm_policy_days,reefer_age_at_trip,container_age_at_trip,reefer_install_days_at_trip,days_since_last_pm,is_pm_overdue,days_pm_overdue,pm_on_time_count,pm_late_count,pm_total_intervals,pm_compliance_ratio,pm_gap_mean,pm_gap_std,pm_gap_cv,pm_gap_max,pm_gap_min,days_since_major_service,has_had_major_service,days_since_starter_replacement,has_had_starter_replacement,days_since_alternator_replacement,has_had_alternator_replacement,days_since_battery_replacement,has_had_battery_replacement,days_since_fuel_polishing,has_had_fuel_polishing,repair_cum_cost,repair_cum_count,nonpm_cum_cost,nonpm_cum_count,repair_cost_30d,repair_count_30d,nonpm_cost_30d,nonpm_count_30d,repair_cost_90d,repair_count_90d,nonpm_cost_90d,nonpm_count_90d,repair_cost_180d,repair_count_180d,nonpm_cost_180d,nonpm_count_180d,repair_cost_365d,repair_count_365d,nonpm_cost_365d,nonpm_count_365d,repair_acceleration,repeat_repairs_90d,max_repeat_count_90d,genrep_to_pm_ratio,days_since_any_shop_visit,unique_repair_reasons_90d,unique_shops_365d,unique_compcodes_cum,unique_compcodes_365d,unique_shops,has_dor,has_dor_90d,has_accident,has_warranty,compressor_cum,compressor_90d,compressor_365d,electrical_charging_cum,electrical_charging_90d,electrical_charging_365d,fuel_system_cum,fuel_system_90d,fuel_system_365d,condenser_cum,condenser_90d,condenser_365d,engine_cum,engine_90d,engine_365d,evaporator_cum,evaporator_90d,evaporator_365d,refrigerant_lines_cum,refrigerant_lines_90d,refrigerant_lines_365d,coolant_cum,coolant_90d,coolant_365d,sheet_metal_cum,sheet_metal_90d,sheet_metal_365d,throttle_cum,throttle_90d,throttle_365d,starter_cranking_cum,starter_cranking_90d,starter_cranking_365d,drier_cum,drier_90d,drier_365d,diagnosis_cum,diagnosis_90d,diagnosis_365d,chute_bulkhead_cum,chute_bulkhead_90d,chute_bulkhead_365d,data_logger_cum,data_logger_90d,data_logger_365d,unit_retrieval_cum,unit_retrieval_90d,unit_retrieval_365d,thermostat_cum,thermostat_90d,thermostat_365d,expansion_valve_cum,expansion_valve_90d,expansion_valve_365d,exhaust_egr_cum,exhaust_egr_90d,exhaust_egr_365d,defrost_cum,defrost_90d,defrost_365d,control_panel_cum,control_panel_90d,control_panel_365d,remote_status_light_cum,remote_status_light_90d,remote_status_light_365d,has_dor_14d,has_electrical_14d,has_starter_14d,days_since_last_repair,diag_no_fix_14d,n_repair_groups_14d,has_repeat_repair_30d,repair_cost_14d,telem_shutdowns_total,telem_alarms_total,telem_low_fuel_total,telem_restarts_total,telem_not_reporting_total,telem_events_total,telem_shutdowns_90d,telem_alarms_90d,telem_low_fuel_90d,telem_events_90d,telem_shutdowns_180d,telem_alarms_180d,telem_low_fuel_180d,telem_events_180d,days_since_last_telem_shutdown,days_since_last_alarm,days_since_last_low_fuel,days_since_last_telem_event,last_battery_voltage,min_battery_voltage_90d,battery_below_12v,last_fuel_pct,alarm_red_total,alarm_yellow_total,alarm_green_total,alarm_red_90d,alarm_yellow_90d,alarm_severity_score,alarm_severity_score_90d,engine_hours_at_trip,engine_hours_per_day,engine_hours_since_last_pm,container_repair_cum_count,container_repair_cum_cost,container_repair_count_90d,container_repair_cost_90d,container_repair_count_365d,container_repair_cost_365d,days_since_last_container_repair,fuel_fills_total,fuel_fills_30d,fuel_fills_90d,fuel_avg_liters_per_fill,days_since_last_fuel_fill,fuel_avg_liters_90d,origin_temp,dest_temp,transit_temp_swing,transit_min_temp,transit_max_temp,origin_dest_temp_diff,extreme_cold_flag,danger_zone_flag,heating_mode,last_mode_continuous,last_mode_cycle_sentry,continuous_mode_ratio,shutdown
2149326,14040646,693041,AST-1520,2025-01-19 17:00:00.000,2025-01-22 20:00:00.000,Hub-Central -> Hub-East,Hub-Central,Hub-East,1291.0,1291,UNK,-10.0,Winter,1,6,3.125,0,1,0,MDL-600,2016.0,90,9.0,8.0,1790,130.0,1.0,40.0,0.0,1.0,1.0,0.0,238.0,0.0,0.0,238.0,238.0,130.0,1,130.0,1,,0,369.0,1,369.0,1,2168.94,3,1563.85,2,0.0,0,0.0,0,0.0,0,0.0,0,1563.85,2,1563.85,2,1563.85,2,1563.85,2,0.0,0,0,2.0,118.0,0,2,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,20607.0,5.700879765395895,585.0,2,372.84,0,0.0,1,346.38,130.0,13,3,4,133.49153846153845,1.0743055555555556,126.84,-16.3,7.7,35.9,-18.2,17.7,24.0,1,0,1.0,,,,0
2149443,14040864,530432,AST-1049,2025-01-19 17:33:00.000,2025-01-22 11:21:00.000,Hub-Mountain -> Hub-Central,Hub-Mountain,Hub-Central,2125.0,2125,FRZ,-10.0,Winter,1,6,2.7416666666666667,0,1,0,MDL-230,2013.0,90,12.0,11.0,4078,105.0,1.0,15.0,0.0,1.0,1.0,0.0,171.0,0.0,0.0,171.0,171.0,205.0,1,,0,,0,,0,276.0,1,1720.08,5,1085.45,4,0.0,0,0.0,0,0.0,0,0.0,0,426.5,1,426.5,1,1720.08,5,1085.45,4,0.0,0,0,4.0,105.0,0,3,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,0,0,0,0.0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,,,5.73125,5.73125,13.43,13.43,0.0,82.0,0,1,0,0,1,2,2,22185.0,6.566282420749279,923.0,4,324.7,0,0.0,4,324.7,117.0,9,0,1,120.86555555555556,72.07152777777777,80.03,35.8,-9.5,60.2,-21.0,39.2,45.3,1,0,0.0,0.0,1.0,0.0,0
2149316,14040852,693012,AST-1497,2025-01-19 18:07:00.000,2025-01-29 05:44:39.920,Hub-East -> Hub-Pacific,Hub-East,Hub-Pacific,2738.0,2738,UNK,55.0,Winter,1,6,9.484489814814816,0,1,0,MDL-600,2016.0,90,9.0,8.0,1790,82.0,0.0,0.0,0.0,2.0,2.0,0.0,124.5,16.5,0.1325301204819277,141.0,108.0,54.0,1,,0,,0,,0,54.0,1,2104.53,5,959.25,2,0.0,0,0.0,0,971.82,2,0.0,0,971.82,2,0.0,0,2104.53,5,959.25,2,2.0,0,0,0.6666666666666666,54.0,0,3,6,6,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,22470.0,7.083586626139818,635.0,6,942.03,1,24.5,6,942.03,54.0,12,0,4,91.0,53.45972222222223,74.2625,20.3,34.5,70.2,-27.8,42.4,14.2,1,0,1.0,,,,0
2149450,14041026,693026,AST-1508,2025-01-19 18:24:00.000,2025-01-29 04:39:00.000,Hub-East -> Hub-Pacific,Hub-East,Hub-Pacific,2738.0,2738,HEAT,55.0,Winter,1,6,9.427083333333334,0,1,0,MDL-600,2016.0,90,9.0,8.0,1790,208.0,1.0,118.0,,,,,,,,,,146.0,1,,0,,0,,0,146.0,1,2253.81,5,1002.05,2,0.0,0,0.0,0,904.05,1,904.05,1,1606.99,2,904.05,1,2253.81,5,1002.05,2,1.0,0,1,0.6666666666666666,60.0,1,3,8,8,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,20185.0,5.857538035961272,1269.0,2,384.95,0,0.0,2,384.95,208.0,9,0,1,57.46888888888889,55.145833333333336,35.87,20.3,34.5,70.2,-27.8,42.4,14.2,1,0,1.0,,,,0
2149476,14040986,530568,AST-1165,2025-01-19 20:09:00.000,2025-01-22 11:21:00.000,Hub-Mountain -> Hub-Central,Hub-Mountain,Hub-Central,2125.0,2125,FRZ,-10.0,Winter,1,6,2.6333333333333333,0,1,0,C600,2015.0,90,10.0,10.0,3498,172.0,1.0,82.0,0.0,1.0,1.0,0.0,97.0,0.0,0.0,97.0,97.0,,0,,0,,0,,0,172.0,1,2193.14,8,1593.6699999999998,6,591.55,2,591.55,2,591.55,2,591.55,2,1082.23,4,665.83,3,2193.14,8,1593.6699999999998,6,1.0,0,1,3.0,6.0,2,4,8,8,4,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,2,0,591.55,0,0,0,1,0,1,0,0,0,1,0,0,0,1,,,,10.82638888888889,13.34,13.34,0.0,76.0,0,0,0,0,0,0,0,19751.0,7.284731774415405,1724.0,5,1309.54,1,921.27,5,1309.54,21.0,17,2,6,126.9964705882353,19.26944444444445,159.88,35.8,-9.5,60.2,-21.0,39.2,45.3,1,0,0.0,0.0,1.0,0.0,0
2149188,14040314,693257,AST-1711,2025-01-19 23:25:00.000,2025-01-27 02:20:00.000,Hub-Pacific -> Hub-Metro,Hub-Pacific,Hub-Metro,2937.0,2937,UNK,45.0,Winter,1,6,7.121527777777778,1,1,0,SLXI-DRC,2019.0,120,6.0,6.0,1789,87.0,0.0,0.0,,,,,,,,,,244.0,1,87.0,1,,0,,0,244.0,1,3147.9,8,3147.9,8,0.0,0,0.0,0,999.85,3,999.85,3,1888.65,4,1888.65,4,2954.84,7,2954.84,7,3.0,1,3,8.0,60.0,1,5,13,13,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,13005.0,6.636103151862464,482.0,5,228.82,2,131.32,5,228.82,64.0,9,0,0,105.38555555555556,131.42638888888888,,34.8,23.7,51.5,-10.5,41.0,11.099999999999998,1,0,1.0,,,,0
2149069,14039878,693118,AST-1593,2025-01-19 23:51:00.000,2025-01-20 10:34:00.000,Hub-Metro -> Hub-Prairie,Hub-Metro,Hub-Prairie,1980.0,1980,FRSH,34.0,Winter,1,6,0.4465277777777778,1,1,0,SLXI-DRC,2018.0,120,7.0,7.0,1789,101.0,0.0,0.0,0.0,1.0,1.0,0.0,152.0,0.0,0.0,152.0,152.0,249.0,1,249.0,1,,0,249.0,1,30.0,1,5153.17,6,4753.43,5,0.0,0,0.0,0,1072.38,1,1072.38,1,1472.12,2,1072.38,1,5153.17,6,4753.43,5,1.0,0,1,5.0,30.0,1,3,10,10,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0.0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,,,4.99375,4.99375,14.18,14.18,0.0,36.0,0,1,0,0,1,2,2,18708.0,7.181318681318682,757.0,9,1016.24,3,97.5,8,983.74,11.0,12,1,5,90.86083333333332,24.71180555555556,104.788,15.9,-20.4,62.0,-28.9,33.1,36.3,1,1,1.0,0.0,1.0,0.0,0
2148299,14040631,673840,AST-1456,2025-01-20 01:36:00.000,2025-01-21 03:59:00.000,Hub-East -> Hub-West,Hub-East,Hub-West,2127.0,2127,FRZ,-10.0,Winter,1,0,1.0993055555555555,0,1,0,C600,2017.0,90,8.0,8.0,1790,5.0,0.0,0.0,0.0,2.0,2.0,0.0,126.0,0.0,0.0,126.0,126.0,,0,,0,,0,,0,5.0,1,2032.23,5,1110.67,2,781.39,1,781.39,1,781.39,1,781.39,1,1512.32,3,1110.67,2,2032.23,5,1110.67,2,0.5,0,1,0.6666666666666666,5.0,1,2,5,5,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,2,1,781.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,19015.0,6.127988748241913,0.0,4,394.34,1,41.38,4,394.34,76.0,8,2,4,124.01125,8.42361111111111,147.9,9.5,25.9,58.2,-28.9,29.3,16.4,1,1,0.0,,,,0
2149500,14041098,673761,AST-1393,2025-01-20 01:36:00.000,2025-01-21 03:59:00.000,Hub-East -> Hub-West,Hub-East,Hub-West,2127.0,2127,FRSH,34.0,Winter,1,0,1.0993055555555555,0,1,0,MDL-600,2016.0,90,9.0,9.0,1790,96.0,1.0,6.0,,,,,,,,,,295.0,1,89.0,1,,0,,0,96.0,1,2163.34,5,1224.7,2,252.84,1,252.84,1,615.25,2,252.84,1,1191.48,4,252.84,1,2163.34,5,1224.7,2,1.0,0,1,0.6666666666666666,5.0,1,3,8,8,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,1,252.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,19930.0,6.445468509984639,562.0,5,529.72,1,32.5,5,529.72,87.0,16,0,5,92.813125,40.03333333333333,82.00399999999999,9.5,25.9,58.2,-28.9,29.3,16.4,1,1,1.0,,,,0
2149419,14040817,530515,AST-1019,2025-01-20 01:36:00.000,2025-01-21 03:59:00.000,Hub-East -> Hub-West,Hub-East,Hub-West,2127.0,2127,FRSH,34.0,Winter,1,0,1.0993055555555555,0,1,0,MDL-230,2013.0,90,12.0,11.0,3686,,,,,,,,,,,,,326.0,1,,0,,0,,0,326.0,1,1550.0300000000002,3,1550.0300000000002,3,654.0600000000001,1,654.0600000000001,1,654.0600000000001,1,654.0600000000001,1,654.0600000000001,1,654.0600000000001,1,1453.9900000000002,2,1453.9900000000002,2,1.0,0,1,3.0,11.0,1,2,7,6,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0,0,2,1,654.0600000000001,0,0,0,1,0,1,0,0,0,1,0,0,0,1,,,,14.38125,14.12,14.12,0.0,69.0,0,0,0,0,0,0,0,21142.0,7.06064880112835,,2,89.34,0,0.0,2,89.34,215.0,12,1,3,135.18666666666664,12.299305555555556,55.26666666666667,9.5,25.9,58.2,-28.9,29.3,16.4,1,1,1.0,1.0,0.0,1.0,1
2149313,14040776,673606,AST-1790,2025-01-20 03:24:00.000,2025-01-29 04:39:00.000,Hub-East -> Hub-Pacific,Hub-East,Hub-Pacific,2738.0,2738,UNK,55.0,Winter,1,0,9.052083333333334,0,0,1,7500 APX RL,2025.0,90,0.0,10.0,-268,,,,,,,,,,,,,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,6,589.96,1,363.72,6,589.96,40.0,15,0,1,75.79933333333334,52.793055555555554,218.7,9.5,34.0,64.3,-21.0,43.3,24.5,1,1,1.0,,,,0
2143556,14010607,673651,AST-1778,2025-01-20 03:30:00.000,2025-01-15 13:00:00.000,Hub-Metro -> Hub-West,Hub-Metro,Hub-West,2256.0,2256,FRSH,34.0,Winter,1,0,-4.604166666666667,0,0,1,7500 APX RL,2025.0,90,0.0,10.0,-257,,,,,,,,,,,,,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,4,227.59,1,32.5,4,227.59,20.0,12,1,2,79.44916666666666,20.85625,75.255,3.1,25.9,58.2,-28.9,29.3,22.8,1,1,1.0,,,,0
2149232,14041307,673597,AST-1806,2025-01-20 06:07:00.000,2025-01-25 01:59:00.000,Hub-East -> Hub-West,Hub-East,Hub-West,2127.0,2127,FRZ,-10.0,Winter,1,0,4.8277777777777775,0,0,1,7500 APX RL,2025.0,90,0.0,10.0,-309,,,,,,,,,,,,,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,3,703.41,1,326.88,3,703.41,32.0,10,0,2,113.591,74.65972222222223,112.965,9.5,21.8,48.9,-21.0,27.9,12.3,1,1,0.0,,,,0
2149363,14041292,693249,AST-1704,2025-01-20 07:38:00.000,2025-01-25 02:46:00.000,Hub-East -> Hub-West,Hub-East,Hub-West,2127.0,2127,FRZ,-15.0,Winter,1,0,4.797222222222223,1,1,0,SLXI-DRC,2019.0,120,6.0,6.0,1789,152.0,1.0,32.0,2.0,0.0,2.0,1.0,105.5,3.5,0.0331753554502369,109.0,102.0,152.0,1,,0,,0,152.0,1,102.0,1,8222.97,14,8157.31,13,0.0,0,0.0,0,697.5699999999999,2,697.5699999999999,2,2841.96,6,2776.3,5,7272.9,13,7207.24,12,0.5,1,2,13.0,53.0,1,5,14,13,5,1,1,0,0,2,0,2,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,11998.0,6.709631728045326,911.0,7,663.39,0,0.0,7,663.39,125.0,16,1,4,91.7525,4.780555555555556,82.6225,9.5,21.8,48.9,-21.0,27.9,12.3,1,1,0.0,,,,0
2149438,14040838,530617,AST-1096,2025-01-20 08:54:00.000,2025-01-28 06:24:00.000,Hub-East -> Hub-Prairie,Hub-East,Hub-Prairie,1788.0,1788,FRSH,34.0,Winter,1,0,7.895833333333333,0,1,0,C600,2015.0,90,10.0,10.0,3496,79.0,0.0,0.0,0.0,1.0,1.0,0.0,119.0,0.0,0.0,119.0,119.0,,0,,0,,0,,0,79.0,1,1362.88,4,660.72,2,264.05,1,264.05,1,1142.49,3,660.72,2,1142.49,3,660.72,2,1362.88,4,660.72,2,3.0,1,2,1.0,13.0,1,3,6,6,3,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0,0,2,0,264.05,1,0,0,0,0,1,1,0,0,1,1,0,0,1,16.59513888888889,,,16.59513888888889,11.82,11.82,1.0,90.0,0,0,1,0,0,1,0,19423.0,5.831536388140162,570.0,4,317.71,0,0.0,4,317.71,187.0,10,1,5,112.12,10.561111111111112,89.74199999999999,9.5,29.3,29.1,4.0,33.1,19.8,0,1,1.0,0.0,0.0,,0
2149445,14040900,693021,AST-1812,2025-01-20 08:54:00.000,2025-01-22 05:30:00.000,Hub-East -> Hub-Central,Hub-East,Hub-Central,1291.0,1291,UNK,55.0,Winter,1,0,1.8583333333333332,0,0,1,7500 APX RL,2025.0,90,0.0,8.0,-290,,,,,,,,,,,,,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,6,354.75,0,0.0,6,354.75,91.0,9,0,0,81.07666666666667,93.04444444444444,,9.5,-9.5,36.5,-21.0,15.5,19.0,1,1,1.0,,,,0
2146096,14025585,535022,AST-1228,2025-01-20 09:01:00.000,2025-01-26 12:08:38.517,Hub-North -> Hub-East,Hub-North,Hub-East,2116.0,2116,FRSH,36.0,Winter,1,0,6.130306909722222,1,1,0,SLXI-DRC,2018.0,120,7.0,7.0,2371,299.0,1.0,179.0,,,,,,,,,,123.0,1,123.0,1,,0,,0,299.0,1,4368.64,5,2959.0600000000004,3,0.0,0,0.0,0,0.0,0,0.0,0,3744.76,2,2727.1800000000003,1,4368.64,5,2959.0600000000004,3,0.0,0,0,1.5,123.0,0,3,9,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,12771.0,5.398255813953488,2462.0,5,1486.38,1,32.5,5,1486.38,5.0,9,0,3,111.25333333333332,30.68888888888889,194.56,-4.0,27.8,56.8,-26.0,30.8,31.8,1,0,1.0,,,,1
2146088,14025636,530441,AST-1058,2025-01-20 09:01:00.000,2025-01-24 12:37:00.000,Hub-North -> Hub-East,Hub-North,Hub-East,2116.0,2116,,,Winter,1,0,4.15,0,1,0,MDL-230,2013.0,90,12.0,11.0,4078,96.0,1.0,6.0,1.0,1.0,2.0,0.5,116.0,37.0,0.3189655172413793,153.0,79.0,249.0,1,,0,,0,,0,249.0,1,2907.95,6,2385.8,4,0.0,0,0.0,0,193.06,1,193.06,1,429.19,2,193.06,1,2907.95,6,2385.8,4,1.0,0,1,2.0,58.0,1,4,9,9,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,23461.0,7.746099290780142,612.0,7,1829.31,1,300.86,6,1772.47,33.0,6,0,0,80.545,95.74236111111112,,-4.0,16.7,54.5,-26.0,28.5,20.7,1,0,,,,,0
2145036,14020419,693057,AST-1534,2025-01-20 09:01:00.000,2025-01-26 10:00:05.883,Hub-North -> Hub-East,Hub-North,Hub-East,2116.0,2116,FRSH,36.0,Winter,1,0,6.0410403125,1,1,0,SLXI-DRC,2018.0,120,7.0,7.0,1790,110.0,0.0,0.0,,,,,,,,,,220.0,1,110.0,1,,0,,0,220.0,1,9486.38,7,9486.38,7,246.52,1,246.52,1,278.86,2,278.86,2,2012.56,4,2012.56,4,9486.38,7,9486.38,7,1.0,1,2,7.0,16.0,1,5,14,14,5,0,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,11462.0,4.570093457943925,0.0,6,399.06,0,0.0,6,399.06,135.0,5,0,2,113.176,86.50138888888888,62.4,-4.0,27.8,56.8,-26.0,30.8,31.8,1,0,1.0,,,,0
2149276,14041788,673638,AST-1776,2025-01-20 10:15:00.000,2025-01-25 02:46:00.000,Hub-East -> Hub-West,Hub-East,Hub-West,2127.0,2127,FRZ,-10.0,Winter,1,0,4.688194444444444,0,0,1,7500 APX RL,2025.0,90,0.0,10.0,-313,,,,,,,,,,,,,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,5,378.02,0,0.0,5,378.02,118.0,13,1,3,170.90615384615387,0.2229166666666666,148.53666666666666,9.5,21.8,48.9,-21.0,27.9,12.3,1,1,0.0,,,,0
