container,container_num,reefer_unit,container_make,container_model,container_year,container_serial,shop_id,ownership,trailer_kind,in_service_date,install_date,container_age_years,reefer_install_days,reefer_make,reefer_model,reefer_year,reefer_serial,reefer_status,reefer_age_years,is_slxi,is_thermoking,is_carrier,total_events,shutdown_count,low_fuel_count,alarm_count,restarted_count,not_reporting_count,has_shutdown,total_rail_legs,total_rail_miles,unique_routes,shutdown_rate
FLI900103,900103,AST-1088,CIMCX,S-A53-05-179,2015,TNXU530552,SHP-10,COM,RFRCNT,2015-06-01,2015-07-10 14:29:00,10,3826.0,Vendor-A,C600,2015.0,6001189576,ACTIVE,10.0,0,1,0,4,2,1,0,1,0,1,56,124300.0,22,0.0357142857142857
FLI900104,900104,AST-1154,CIMCX,S-A53-05-179,2015,TNXU530553,SHP-10,COM,RFRCNT,2015-06-01,2015-06-29 13:25:00,10,3837.0,Vendor-A,C600,2015.0,6001189575,ACTIVE,10.0,0,1,0,2,0,2,0,0,0,0,60,124791.0,27,0.0
FLI900105,900105,AST-1175,CIMCX,S-A53-05-179,2015,TNXU530554,SHP-10,COM,RFRCNT,2015-06-01,2015-06-22 13:53:00,10,3844.0,Vendor-A,C600,2015.0,6001189552,ACTIVE,10.0,0,1,0,1,0,1,0,0,0,0,61,135301.0,21,0.0
FLI900106,900106,AST-1142,CIMCX,S-A53-05-179,2015,TNXU530555,SHP-10,COM,RFRCNT,2015-06-01,2015-07-06 13:27:00,10,3830.0,Vendor-A,C600,2015.0,6001189075,ACTIVE,10.0,0,1,0,5,3,1,0,1,0,1,57,123873.0,18,0.0526315789473684
FLI900107,900107,AST-1092,CIMCX,S-A53-05-179,2015,TNXU530556,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 08:52:00,10,3843.0,Vendor-A,C600,2015.0,6001189050,ACTIVE,10.0,0,1,0,9,2,0,4,3,0,1,51,110849.0,20,0.0392156862745098
FLI900108,900108,AST-1153,CIMCX,S-A53-05-179,2015,TNXU530557,SHP-10,COM,RFRCNT,2015-06-01,2015-07-07 13:56:00,10,3829.0,Vendor-A,C600,2015.0,6001189574,ACTIVE,10.0,0,1,0,7,1,3,0,3,0,1,53,112943.0,22,0.0188679245283018
FLI900109,900109,AST-1155,CIMCX,S-A53-05-179,2015,TNXU530558,SHP-10,COM,RFRCNT,2015-06-01,2015-07-07 13:57:00,10,3829.0,Vendor-A,C600,2015.0,6001189577,ACTIVE,10.0,0,1,0,3,0,2,1,0,0,0,62,124368.0,20,0.0
FLI900110,900110,AST-1101,CIMCX,S-A53-05-179,2015,TNXU530559,SHP-10,COM,RFRCNT,2015-06-01,2015-06-25 10:00:00,10,3841.0,Vendor-A,C600,2015.0,6001189068,ACTIVE,10.0,0,1,0,12,5,3,4,0,0,1,50,114994.0,15,0.1
FLI900111,900111,AST-1108,CIMCX,S-A53-05-179,2015,TNXU530561,SHP-10,COM,RFRCNT,2015-06-01,2015-06-24 13:48:00,10,3842.0,Vendor-A,C600,2015.0,6001189558,ACTIVE,10.0,0,1,0,5,2,2,0,1,0,1,57,120287.0,25,0.0350877192982456
FLI900112,900112,AST-1159,CIMCX,S-A53-05-179,2015,TNXU530562,SHP-10,COM,RFRCNT,2015-06-01,2015-07-07 13:54:00,10,3829.0,Vendor-A,C600,2015.0,6001189584,ACTIVE,10.0,0,1,0,1,0,1,0,0,0,0,64,144865.0,24,0.0
FLI900113,900113,AST-1115,CIMCX,S-A53-05-179,2015,TNXU530563,SHP-10,COM,RFRCNT,2015-06-01,2015-06-29 13:17:00,10,3837.0,Vendor-A,C600,2015.0,6001189072,ACTIVE,10.0,0,1,0,2,1,0,1,0,0,1,67,137642.0,22,0.0149253731343283
FLI900114,900114,AST-1095,CIMCX,S-A53-05-179,2015,TNXU530564,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 16:03:00,10,3843.0,Vendor-A,C600,2015.0,6001189055,ACTIVE,10.0,0,1,0,8,1,0,2,5,0,1,50,110151.0,21,0.02
FLI900115,900115,AST-1163,CIMCX,S-A53-05-179,2015,TNXU530565,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 13:07:00,10,3843.0,Vendor-A,C600,2015.0,6001189054,ACTIVE,10.0,0,1,0,2,0,0,0,2,0,0,55,113154.0,22,0.0
FLI900116,900116,AST-1092,CIMCX,S-A53-05-179,2015,TNXU530566,SHP-10,COM,RFRCNT,2015-06-01,2015-07-03 10:23:00,10,3833.0,Vendor-A,C600,2015.0,6001189050,ACTIVE,10.0,0,1,0,3,1,1,0,0,1,1,54,117320.0,20,0.0185185185185185
FLI900117,900117,AST-1132,CIMCX,S-A53-05-179,2015,TNXU530567,SHP-10,COM,RFRCNT,2015-06-01,2015-06-30 12:20:00,10,3836.0,Vendor-A,C600,2015.0,6001189561,ACTIVE,10.0,0,1,0,3,0,0,1,2,0,0,55,121108.0,20,0.0
FLI900118,900118,AST-1165,CIMCX,S-A53-05-179,2015,TNXU530568,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 13:28:00,10,3843.0,Vendor-A,C600,2015.0,6001189082,ACTIVE,10.0,0,1,0,6,1,1,2,2,0,1,59,129989.0,20,0.0169491525423728
FLI900119,900119,AST-1169,CIMCX,S-A53-05-179,2015,TNXU530569,SHP-10,COM,RFRCNT,2015-06-01,2015-06-22 13:45:00,10,3844.0,Vendor-A,C600,2015.0,6001189098,ACTIVE,10.0,0,1,0,3,0,2,0,1,0,0,56,131388.0,16,0.0
FLI900120,900120,AST-1130,CIMCX,S-A53-05-179,2015,TNXU530570,SHP-10,COM,RFRCNT,2015-06-01,2015-06-30 12:22:00,10,3836.0,Vendor-A,C600,2015.0,6001189553,ACTIVE,10.0,0,1,0,3,0,0,0,3,0,0,57,126180.0,20,0.0
FLI900121,900121,AST-1140,CIMCX,S-A53-05-179,2015,TNXU530571,SHP-10,COM,RFRCNT,2015-06-01,2015-07-14 11:19:00,10,3822.0,Vendor-A,C600,2015.0,6001189073,ACTIVE,10.0,0,1,0,5,4,0,0,1,0,1,58,130717.0,22,0.0689655172413793
FLI900122,900122,AST-1167,CIMCX,S-A53-05-179,2015,TNXU530572,SHP-10,COM,RFRCNT,2015-06-01,2015-06-22 15:17:00,10,3844.0,Vendor-A,C600,2015.0,6001189092,ACTIVE,10.0,0,1,0,2,0,1,1,0,0,0,60,126390.0,24,0.0
FLI900123,900123,AST-1082,CIMCX,S-A53-05-179,2015,TNXU530573,SHP-10,COM,RFRCNT,2015-06-01,2015-07-15 14:52:00,10,3821.0,Vendor-A,C600,2015.0,6001189093,ACTIVE,10.0,0,1,0,2,0,0,0,2,0,0,59,132801.0,19,0.0
FLI900124,900124,AST-1123,CIMCX,S-A53-05-179,2015,TNXU530574,SHP-10,COM,RFRCNT,2015-06-01,2015-06-30 12:24:00,10,3836.0,Vendor-A,C600,2015.0,6001189563,ACTIVE,10.0,0,1,0,14,2,1,2,2,7,1,47,101785.0,23,0.0425531914893617
FLI900125,900125,AST-1104,CIMCX,S-A53-05-179,2015,TNXU530575,SHP-10,COM,RFRCNT,2015-06-01,2015-07-15 14:53:00,10,3821.0,Vendor-A,C600,2015.0,6001189077,ACTIVE,10.0,0,1,0,4,1,3,0,0,0,1,64,140547.0,20,0.015625
FLI900126,900126,AST-1133,CIMCX,S-A53-05-179,2015,TNXU530576,SHP-10,COM,RFRCNT,2015-06-01,2015-06-30 12:17:00,10,3836.0,Vendor-A,C600,2015.0,6001189569,ACTIVE,10.0,0,1,0,1,0,1,0,0,0,0,63,138728.0,20,0.0
FLI900127,900127,AST-1090,CIMCX,S-A53-05-179,2015,TNXU530577,SHP-10,COM,RFRCNT,2015-06-01,2015-07-14 11:18:00,10,3822.0,Vendor-A,C600,2015.0,6001189582,ACTIVE,10.0,0,1,0,3,0,1,1,1,0,0,61,132255.0,23,0.0
FLI900128,900128,AST-1128,CIMCX,S-A53-05-179,2015,TNXU530579,SHP-10,COM,RFRCNT,2015-06-01,2015-06-17 15:15:00,10,3849.0,Vendor-A,C600,2015.0,6001189091,ACTIVE,10.0,0,1,0,6,3,2,0,1,0,1,57,126211.0,21,0.0526315789473684
FLI900129,900129,AST-1152,CIMCX,S-A53-05-179,2015,TNXU530580,SHP-10,COM,RFRCNT,2015-06-01,2015-06-29 13:30:00,10,3837.0,Vendor-A,C600,2015.0,6001189562,ACTIVE,10.0,0,1,0,10,4,3,0,1,2,1,59,124674.0,23,0.0677966101694915
FLI900130,900130,AST-1126,CIMCX,S-A53-05-179,2015,TNXU530581,SHP-10,COM,RFRCNT,2015-06-01,2015-06-22 13:48:00,10,3844.0,Vendor-A,C600,2015.0,6001189088,ACTIVE,10.0,0,1,0,2,1,1,0,0,0,1,59,132636.0,19,0.0169491525423728
FLI900131,900131,AST-1121,CIMCX,S-A53-05-179,2015,TNXU530582,SHP-10,COM,RFRCNT,2015-06-01,2015-07-16 12:00:00,10,3820.0,Vendor-A,C600,2015.0,6001189557,ACTIVE,10.0,0,1,0,8,5,2,0,1,0,1,54,111393.0,26,0.0925925925925925
FLI900132,900132,AST-1138,CIMCX,S-A53-05-179,2015,TNXU530583,SHP-10,COM,RFRCNT,2015-06-01,2015-06-17 08:54:00,10,3849.0,Vendor-A,C600,2015.0,6001189067,ACTIVE,10.0,0,1,0,3,3,0,0,0,0,1,56,128885.0,19,0.0535714285714285
FLI900133,900133,AST-1141,CIMCX,S-A53-05-179,2015,TNXU530584,SHP-10,COM,RFRCNT,2015-06-01,2015-06-25 16:41:00,10,3841.0,Vendor-A,C600,2015.0,6001189074,ACTIVE,10.0,0,1,0,9,2,2,1,4,0,1,61,144023.0,20,0.0327868852459016
FLI900134,900134,AST-1083,CIMCX,S-A53-05-179,2015,TNXU530585,SHP-10,COM,RFRCNT,2015-06-01,2015-06-16 14:48:00,10,3850.0,Vendor-A,C600,2015.0,6001189090,ACTIVE,10.0,0,1,0,3,1,2,0,0,0,1,52,113670.0,21,0.0192307692307692
FLI900135,900135,AST-1157,CIMCX,S-A53-05-179,2015,TNXU530586,SHP-10,COM,RFRCNT,2015-06-01,2015-06-25 16:46:00,10,3841.0,Vendor-A,C600,2015.0,6001189580,ACTIVE,10.0,0,1,0,4,1,2,0,1,0,1,49,104181.0,17,0.0204081632653061
FLI900136,900136,AST-1147,CIMCX,S-A53-05-179,2015,TNXU530587,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 13:27:00,10,3843.0,Vendor-A,C600,2015.0,6001189581,ACTIVE,10.0,0,1,0,5,2,0,3,0,0,1,57,119948.0,20,0.0350877192982456
FLI900137,900137,AST-1484,CIMCX,S-A53-05-179,2015,QCSC098185,SHP-10,COM,RFRCNT,2015-06-01,2020-02-25 16:09:00,10,2135.0,Vendor-A,S600,2015.0,6001203169,ACTIVE,10.0,0,1,0,19,0,0,0,0,19,0,57,119668.0,20,0.0
FLI900138,900138,AST-1174,CIMCX,S-A53-05-179,2015,TNXU530589,SHP-10,COM,RFRCNT,2015-06-01,2015-06-29 13:23:00,10,3837.0,Vendor-A,C600,2015.0,6001189550,ACTIVE,10.0,0,1,0,17,0,0,16,1,0,0,57,135355.0,21,0.0
FLI900139,900139,AST-1124,CIMCX,S-A53-05-179,2015,TNXU530590,SHP-10,COM,RFRCNT,2015-06-01,2015-06-25 16:40:00,10,3841.0,Vendor-A,C600,2015.0,6001189086,ACTIVE,10.0,0,1,0,5,1,1,0,3,0,1,60,117995.0,23,0.0166666666666666
FLI900140,900140,AST-1097,CIMCX,S-A53-05-179,2015,TNXU530591,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 08:50:00,10,3843.0,Vendor-A,C600,2015.0,6001189057,ACTIVE,10.0,0,1,0,12,0,0,7,5,0,0,53,116625.0,23,0.0
FLI900141,900141,AST-1122,CIMCX,S-A53-05-179,2015,TNXU530592,SHP-10,COM,RFRCNT,2015-06-01,2015-06-29 13:19:00,10,3837.0,Vendor-A,C600,2015.0,6001189560,ACTIVE,10.0,0,1,0,3,1,0,1,1,0,1,56,119687.0,20,0.0178571428571428
FLI900142,900142,AST-1093,CIMCX,S-A53-05-179,2015,TNXU530593,SHP-10,COM,RFRCNT,2015-06-01,2015-06-25 10:04:00,10,3841.0,Vendor-A,C600,2015.0,6001189051,ACTIVE,10.0,0,1,0,6,0,0,5,0,1,0,61,139502.0,21,0.0
FLI900143,900143,AST-1162,CIMCX,S-A53-05-179,2015,TNXU530594,SHP-10,COM,RFRCNT,2015-06-01,2015-06-22 13:54:00,10,3844.0,Vendor-A,C600,2015.0,6001189053,ACTIVE,10.0,0,1,0,3,3,0,0,0,0,1,57,118758.0,18,0.0526315789473684
FLI900144,900144,AST-1146,CIMCX,S-A53-05-179,2015,TNXU530595,SHP-10,COM,RFRCNT,2015-06-01,2015-07-06 13:28:00,10,3830.0,Vendor-A,C600,2015.0,6001189081,ACTIVE,10.0,0,1,0,1,0,0,1,0,0,0,61,134679.0,16,0.0
FLI900145,900145,AST-1129,CIMCX,S-A53-05-179,2015,TNXU530596,SHP-10,COM,RFRCNT,2015-06-01,2015-06-30 12:25:00,10,3836.0,Vendor-A,C600,2015.0,6001189547,ACTIVE,10.0,0,1,0,1,0,0,1,0,0,0,64,129753.0,24,0.0
FLI900146,900146,AST-1135,CIMCX,S-A53-05-179,2015,TNXU530597,SHP-10,COM,RFRCNT,2015-06-01,2015-07-06 13:29:00,10,3830.0,Vendor-A,C600,2015.0,6001189059,ACTIVE,10.0,0,1,0,2,0,1,0,1,0,0,55,126816.0,22,0.0
FLI900147,900147,AST-1116,CIMCX,S-A53-05-179,2015,TNXU530598,SHP-10,COM,RFRCNT,2015-06-01,2015-06-29 13:20:00,10,3837.0,Vendor-A,C600,2015.0,6001189085,ACTIVE,10.0,0,1,0,3,0,1,0,2,0,0,58,123975.0,21,0.0
FLI900148,900148,AST-1089,CIMCX,S-A53-05-179,2015,TNXU530599,SHP-10,COM,RFRCNT,2015-06-01,2015-07-03 10:33:00,10,3833.0,Vendor-A,C600,2015.0,6001189579,ACTIVE,10.0,0,1,0,3,0,2,1,0,0,0,59,121223.0,23,0.0
FLI900149,900149,AST-1139,CIMCX,S-A53-05-179,2015,TNXU530600,SHP-10,COM,RFRCNT,2015-06-01,2015-07-08 10:42:00,10,3828.0,Vendor-A,C600,2015.0,6001189071,ACTIVE,10.0,0,1,0,4,2,1,0,1,0,1,57,113421.0,26,0.0350877192982456
FLI900150,900150,AST-1127,CIMCX,S-A53-05-179,2015,TNXU530601,SHP-10,COM,RFRCNT,2015-06-01,2015-07-03 10:34:00,10,3833.0,Vendor-A,C600,2015.0,6001189094,ACTIVE,10.0,0,1,0,7,1,0,2,0,4,1,59,124257.0,18,0.0169491525423728
FLI900151,900151,AST-1173,CIMCX,S-A53-05-179,2015,TNXU530602,SHP-10,COM,RFRCNT,2015-06-01,2015-06-29 13:27:00,10,3837.0,Vendor-A,C600,2015.0,6001189548,ACTIVE,10.0,0,1,0,6,1,2,0,0,3,1,52,118083.0,21,0.0192307692307692
FLI900152,900152,AST-1160,CIMCX,S-A53-05-179,2015,TNXU530603,SHP-10,COM,RFRCNT,2015-06-01,2015-06-25 16:47:00,10,3841.0,Vendor-A,C600,2015.0,6001189588,ACTIVE,10.0,0,1,0,3,2,0,0,1,0,1,51,103542.0,19,0.0392156862745098
FLI900153,900153,AST-1110,CIMCX,S-A53-05-179,2015,TNXU530604,SHP-10,COM,RFRCNT,2015-06-01,2015-06-22 13:47:00,10,3844.0,Vendor-A,C600,2015.0,6001189565,ACTIVE,10.0,0,1,0,5,0,2,1,2,0,0,64,146564.0,17,0.0
FLI900154,900154,AST-1151,CIMCX,S-A53-05-179,2015,TNXU530605,SHP-10,COM,RFRCNT,2015-06-01,2015-07-06 13:31:00,10,3830.0,Vendor-A,C600,2015.0,6001189590,ACTIVE,10.0,0,1,0,4,1,0,2,1,0,1,57,129334.0,17,0.0175438596491228
FLI900155,900155,AST-1164,CIMCX,S-A53-05-179,2015,TNXU530606,SHP-10,COM,RFRCNT,2015-06-01,2015-06-25 16:43:00,10,3841.0,Vendor-A,C600,2015.0,6001189078,ACTIVE,10.0,0,1,0,5,4,0,0,0,1,1,55,114438.0,23,0.0727272727272727
FLI900156,900156,AST-1168,CIMCX,S-A53-05-179,2015,TNXU530607,SHP-10,COM,RFRCNT,2015-06-01,2015-06-22 15:21:00,10,3844.0,Vendor-A,C600,2015.0,6001189097,ACTIVE,10.0,0,1,0,1,0,0,1,0,0,0,52,117648.0,18,0.0
FLI900157,900157,AST-1156,CIMCX,S-A53-05-179,2015,TNXU530608,SHP-10,COM,RFRCNT,2015-06-01,2015-07-06 13:29:00,10,3830.0,Vendor-A,C600,2015.0,6001189578,ACTIVE,10.0,0,1,0,10,3,0,0,7,0,1,56,122184.0,19,0.0535714285714285
FLI900158,900158,AST-1114,CIMCX,S-A53-05-179,2015,TNXU530609,SHP-10,COM,RFRCNT,2015-06-01,2015-06-19 15:28:00,10,3847.0,Vendor-A,C600,2015.0,6001189571,ACTIVE,10.0,0,1,0,6,0,2,2,0,2,0,58,114760.0,22,0.0
FLI900159,900159,AST-1113,CIMCX,S-A53-05-179,2015,QCSC098207,SHP-10,COM,RFRCNT,2015-06-01,2015-07-03 10:36:00,10,3833.0,Vendor-A,C600,2015.0,6001189570,ACTIVE,10.0,0,1,0,8,0,4,4,0,0,0,64,142795.0,19,0.0
FLI900160,900160,AST-1111,CIMCX,S-A53-05-179,2015,TNXU530611,SHP-10,COM,RFRCNT,2015-06-01,2015-06-19 15:30:00,10,3847.0,Vendor-A,C600,2015.0,6001189567,ACTIVE,10.0,0,1,0,12,5,6,0,1,0,1,59,121211.0,21,0.0847457627118644
FLI900161,900161,AST-1085,CIMCX,S-A53-05-179,2015,TNXU530612,SHP-10,COM,RFRCNT,2015-06-01,2015-07-15 14:55:00,10,3821.0,Vendor-A,C600,2015.0,6001189543,ACTIVE,10.0,0,1,0,2,2,0,0,0,0,1,52,105293.0,20,0.0384615384615384
FLI900162,900162,AST-1098,CIMCX,S-A53-05-179,2015,TNXU530613,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 16:05:00,10,3843.0,Vendor-A,C600,2015.0,6001189060,ACTIVE,10.0,0,1,0,4,1,1,0,2,0,1,52,110082.0,19,0.0192307692307692
FLI900163,900163,AST-1166,CIMCX,S-A53-05-179,2015,TNXU530614,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 13:10:00,10,3843.0,Vendor-A,C600,2015.0,6001189084,ACTIVE,10.0,0,1,0,3,0,2,0,1,0,0,55,117876.0,19,0.0
FLI900164,900164,AST-1143,CIMCX,S-A53-05-179,2015,TNXU530615,SHP-10,COM,RFRCNT,2015-06-01,2015-07-08 10:43:00,10,3828.0,Vendor-A,C600,2015.0,6001189076,ACTIVE,10.0,0,1,0,6,5,0,0,1,0,1,60,120350.0,21,0.0833333333333333
FLI900165,900165,AST-1148,CIMCX,S-A53-05-179,2015,TNXU530616,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 13:26:00,10,3843.0,Vendor-A,C600,2015.0,6001189585,ACTIVE,10.0,0,1,0,2,0,1,0,1,0,0,58,125556.0,22,0.0
FLI900166,900166,AST-1096,CIMCX,S-A53-05-179,2015,TNXU530617,SHP-10,COM,RFRCNT,2015-06-01,2015-06-25 10:05:00,10,3841.0,Vendor-A,C600,2015.0,6001189056,ACTIVE,10.0,0,1,0,2,1,0,0,1,0,1,59,132391.0,22,0.0169491525423728
FLI900167,900167,AST-1144,CIMCX,S-A53-05-179,2015,TNXU530618,SHP-10,COM,RFRCNT,2015-06-01,2015-07-15 14:43:00,10,3821.0,Vendor-A,C600,2015.0,6001189079,ACTIVE,10.0,0,1,0,1,0,0,1,0,0,0,60,129359.0,22,0.0
FLI900168,900168,AST-1084,CIMCX,S-A53-05-179,2015,TNXU530619,SHP-10,COM,RFRCNT,2015-06-01,2015-07-15 14:44:00,10,3821.0,Vendor-A,C600,2015.0,6001189096,ACTIVE,10.0,0,1,0,5,1,0,0,1,3,1,58,119581.0,20,0.0172413793103448
FLI900169,900169,AST-1134,CIMCX,S-A53-05-179,2015,TNXU530620,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 16:02:00,10,3843.0,Vendor-A,C600,2015.0,6001189058,ACTIVE,10.0,0,1,0,3,0,0,0,3,0,0,56,118663.0,19,0.0
FLI900170,900170,AST-1172,CIMCX,S-A53-05-179,2015,TNXU530621,SHP-10,COM,RFRCNT,2015-06-01,2015-06-22 13:52:00,10,3844.0,Vendor-A,C600,2015.0,6001189545,ACTIVE,10.0,0,1,0,4,2,0,0,2,0,1,63,128758.0,23,0.0317460317460317
FLI900171,900171,AST-1102,CIMCX,S-A53-05-179,2015,TNXU530622,SHP-10,COM,RFRCNT,2015-06-01,2015-06-25 10:01:00,10,3841.0,Vendor-A,C600,2015.0,6001189069,ACTIVE,10.0,0,1,0,5,0,0,5,0,0,0,55,122045.0,23,0.0
FLI900172,900172,AST-1171,CIMCX,S-A53-05-179,2015,TNXU530623,SHP-10,COM,RFRCNT,2015-06-01,2015-07-27 14:24:00,10,3809.0,Vendor-A,C600,2015.0,6001189544,ACTIVE,10.0,0,1,0,8,2,2,4,0,0,1,58,133947.0,18,0.0344827586206896
FLI900173,900173,AST-1150,CIMCX,S-A53-05-179,2015,TNXU530624,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 13:08:00,10,3843.0,Vendor-A,C600,2015.0,6001189589,ACTIVE,10.0,0,1,0,1,0,0,1,0,0,0,61,127352.0,17,0.0
FLI900174,900174,AST-1125,CIMCX,S-A53-05-179,2015,TNXU530625,SHP-10,COM,RFRCNT,2015-06-01,2015-06-30 12:26:00,10,3836.0,Vendor-A,C600,2015.0,6001189087,ACTIVE,10.0,0,1,0,4,0,2,1,0,1,0,59,121670.0,23,0.0
FLI900175,900175,AST-1099,CIMCX,S-A53-05-179,2015,TNXU530626,SHP-10,COM,RFRCNT,2015-06-01,2015-06-23 16:06:00,10,3843.0,Vendor-A,C600,2015.0,6001189061,ACTIVE,10.0,0,1,0,6,3,0,3,0,0,1,52,109991.0,16,0.0576923076923076
FLI900176,900176,AST-1106,CIMCX,S-A53-05-179,2015,TNXU530628,SHP-10,COM,RFRCNT,2015-06-01,2015-06-29 13:21:00,10,3837.0,Vendor-A,C600,2015.0,6001189089,ACTIVE,10.0,0,1,0,5,4,0,0,1,0,1,67,130904.0,23,0.0597014925373134
FLI900177,900177,AST-1754,CIMCX,S-A53-05-179,2015,TNXU530629,SHP-10,COM,RFRCNT,2015-06-01,2022-01-26 16:28:00,10,1434.0,Vendor-A,SB230,2013.0,6001149667,ACTIVE,12.0,0,1,0,1,0,0,0,0,1,0,52,106963.0,21,0.0
FLI900178,900178,AST-1176,CIMCX,S-A53-05-179,2018,QCSC111203,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:08:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1158712,ACTIVE,7.0,1,1,0,12,2,6,3,0,1,1,56,123756.0,19,0.0357142857142857
FLI900179,900179,AST-1255,CIMCX,S-A53-05-179,2018,QCSC111204,SHP-10,COM,RFRCNT,2018-06-22,2018-08-01 09:16:00,7,2708.0,Vendor-A,SLXI-DRC,2018.0,GLW1158701,ACTIVE,7.0,1,1,0,4,1,2,0,1,0,1,58,119693.0,18,0.0172413793103448
FLI900180,900180,AST-1177,CIMCX,S-A53-05-179,2018,QCSC111205,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:11:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1158714,ACTIVE,7.0,1,1,0,8,0,1,7,0,0,0,62,132363.0,21,0.0
FLI900181,900181,AST-1250,CIMCX,S-A53-05-179,2018,QCSC111206,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 11:53:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1159408,ACTIVE,7.0,1,1,0,7,0,6,1,0,0,0,58,140798.0,16,0.0
FLI900182,900182,AST-1178,CIMCX,S-A53-05-179,2018,QCSC111207,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:03:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1159425,ACTIVE,7.0,1,1,0,15,2,8,2,3,0,1,54,119323.0,19,0.037037037037037
FLI900183,900183,AST-1179,CIMCX,S-A53-05-179,2018,QCSC111208,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:16:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159427,ACTIVE,7.0,1,1,0,10,3,5,0,2,0,1,62,133373.0,19,0.0483870967741935
FLI900184,900184,AST-1246,CIMCX,S-A53-05-179,2018,QCSC111209,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:13:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159407,ACTIVE,7.0,1,1,0,15,0,5,2,3,5,0,63,137582.0,20,0.0
FLI900185,900185,AST-1180,CIMCX,S-A53-05-179,2018,QCSC111210,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:19:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159434,ACTIVE,7.0,1,1,0,8,0,3,4,1,0,0,62,129180.0,18,0.0
FLI900186,900186,AST-1181,CIMCX,S-A53-05-179,2018,QCSC111211,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:05:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1159435,ACTIVE,7.0,1,1,0,4,0,4,0,0,0,0,57,112472.0,24,0.0
FLI900187,900187,AST-1240,CIMCX,S-A53-05-179,2018,QCSC111212,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:14:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159403,ACTIVE,7.0,1,1,0,12,3,7,0,2,0,1,58,128428.0,22,0.0517241379310344
FLI900188,900188,AST-1271,CIMCX,S-A53-05-179,2018,QCSC111213,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 11:53:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1158467,ACTIVE,7.0,1,1,0,20,3,11,0,5,1,1,62,138816.0,14,0.0483870967741935
FLI900189,900189,AST-1238,CIMCX,S-A53-05-179,2018,QCSC111214,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:22:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159414,ACTIVE,7.0,1,1,0,9,4,3,1,0,1,1,56,124230.0,19,0.0714285714285714
FLI900190,900190,AST-1230,CIMCX,S-A53-05-179,2018,QCSC111215,SHP-10,COM,RFRCNT,2018-06-22,2018-07-26 09:01:00,7,2714.0,Vendor-A,SLXI-DRC,2018.0,GLW1159444,ACTIVE,7.0,1,1,0,11,3,4,4,0,0,1,54,125806.0,14,0.0555555555555555
FLI900191,900191,AST-1182,CIMCX,S-A53-05-179,2018,QCSC111216,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:08:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1158457,ACTIVE,7.0,1,1,0,5,0,5,0,0,0,0,60,130202.0,19,0.0
FLI900192,900192,AST-1183,CIMCX,S-A53-05-179,2018,QCSC111217,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:08:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1158463,ACTIVE,7.0,1,1,0,7,3,3,1,0,0,1,53,111792.0,21,0.0566037735849056
FLI900193,900193,AST-1184,CIMCX,S-A53-05-179,2018,QCSC111218,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 12:21:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1159422,ACTIVE,7.0,1,1,0,4,1,3,0,0,0,1,60,134061.0,18,0.0166666666666666
