container,container_num,reefer_unit,container_make,container_model,container_year,container_serial,shop_id,ownership,trailer_kind,in_service_date,install_date,container_age_years,reefer_install_days,reefer_make,reefer_model,reefer_year,reefer_serial,reefer_status,reefer_age_years,is_slxi,is_thermoking,is_carrier,total_events,shutdown_count,low_fuel_count,alarm_count,restarted_count,not_reporting_count,has_shutdown,total_rail_legs,total_rail_miles,unique_routes,shutdown_rate
FLI900194,900194,AST-1247,CIMCX,S-A53-05-179,2018,QCSC111219,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:15:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159189,ACTIVE,7.0,1,1,0,8,0,0,2,0,6,0,61,132499.0,19,0.0
FLI900195,900195,AST-1257,CIMCX,S-A53-05-179,2018,QCSC111220,SHP-10,COM,RFRCNT,2018-06-22,2018-08-01 09:16:00,7,2708.0,Vendor-A,SLXI-DRC,2018.0,GLW1159406,ACTIVE,7.0,1,1,0,3,0,2,1,0,0,0,63,134026.0,22,0.0
FLI900196,900196,AST-1185,CIMCX,S-A53-05-179,2018,QCSC111221,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 12:22:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1158708,ACTIVE,7.0,1,1,0,13,1,12,0,0,0,1,63,134168.0,23,0.0158730158730158
FLI900197,900197,AST-1233,CIMCX,S-A53-05-179,2018,QCSC111222,SHP-10,COM,RFRCNT,2018-06-22,2018-07-26 09:25:00,7,2714.0,Vendor-A,SLXI-DRC,2018.0,GLW1159713,ACTIVE,7.0,1,1,0,7,4,2,1,0,0,1,54,117749.0,19,0.074074074074074
FLI900198,900198,AST-1225,CIMCX,S-A53-05-179,2018,QCSC111223,SHP-10,COM,RFRCNT,2018-06-22,2018-07-26 09:26:00,7,2714.0,Vendor-A,SLXI-DRC,2018.0,GLW1159706,ACTIVE,7.0,1,1,0,5,0,4,0,0,1,0,62,131785.0,24,0.0
FLI900199,900199,AST-1236,CIMCX,S-A53-05-179,2018,QCSC111224,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:23:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159711,ACTIVE,7.0,1,1,0,18,6,5,3,3,1,1,55,128165.0,17,0.109090909090909
FLI900200,900200,AST-1228,CIMCX,S-A53-05-179,2018,QCSC111225,SHP-10,COM,RFRCNT,2018-06-22,2018-07-24 09:36:00,7,2716.0,Vendor-A,SLXI-DRC,2018.0,GLW1159429,ACTIVE,7.0,1,1,0,5,1,4,0,0,0,1,55,119231.0,20,0.0181818181818181
FLI900201,900201,AST-1244,CIMCX,S-A53-05-179,2018,QCSC111226,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:17:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159402,ACTIVE,7.0,1,1,0,7,3,2,0,2,0,1,63,132200.0,23,0.0476190476190476
FLI900202,900202,AST-1269,CIMCX,S-A53-05-179,2018,QCSC111227,SHP-10,COM,RFRCNT,2018-06-22,2018-08-03 10:51:00,7,2706.0,Vendor-A,SLXI-DRC,2018.0,GLW1158460,ACTIVE,7.0,1,1,0,14,1,11,0,1,1,1,55,117952.0,22,0.0181818181818181
FLI900203,900203,AST-1186,CIMCX,S-A53-05-179,2018,QCSC111228,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:04:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1158264,ACTIVE,7.0,1,1,0,5,1,2,2,0,0,1,55,115942.0,21,0.0181818181818181
FLI900204,900204,AST-1187,CIMCX,S-A53-05-179,2018,QCSC111229,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:22:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159419,ACTIVE,7.0,1,1,0,15,0,2,12,0,1,0,63,131503.0,22,0.0
FLI900205,900205,AST-1188,CIMCX,S-A53-05-179,2018,QCSC111230,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:18:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159443,ACTIVE,7.0,1,1,0,10,4,3,1,2,0,1,58,124803.0,19,0.0689655172413793
FLI900206,900206,AST-1189,CIMCX,S-A53-05-179,2018,QCSC111231,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:05:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1158936,ACTIVE,7.0,1,1,0,16,4,6,3,1,2,1,58,122233.0,15,0.0689655172413793
FLI900207,900207,AST-1190,CIMCX,S-A53-05-179,2018,QCSC111232,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:23:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159421,ACTIVE,7.0,1,1,0,4,1,2,1,0,0,1,61,134249.0,20,0.0163934426229508
FLI900208,900208,AST-1263,CIMCX,S-A53-05-179,2018,QCSC111233,SHP-10,COM,RFRCNT,2018-06-22,2018-08-07 09:34:00,7,2702.0,Vendor-A,SLXI-DRC,2018.0,GLW1158466,ACTIVE,7.0,1,1,0,14,8,6,0,0,0,1,61,138986.0,14,0.1311475409836065
FLI900209,900209,AST-1191,CIMCX,S-A53-05-179,2018,QCSC111234,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:25:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159430,ACTIVE,7.0,1,1,0,8,0,2,6,0,0,0,56,122392.0,19,0.0
FLI900210,900210,AST-1192,CIMCX,S-A53-05-179,2018,QCSC111235,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:05:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1159431,ACTIVE,7.0,1,1,0,7,1,4,1,0,1,1,59,124089.0,22,0.0169491525423728
FLI900211,900211,AST-1270,CIMCX,S-A53-05-179,2018,QCSC111236,SHP-10,COM,RFRCNT,2018-06-22,2018-08-07 09:42:00,7,2702.0,Vendor-A,SLXI-DRC,2018.0,GLW1158458,ACTIVE,7.0,1,1,0,12,5,3,1,3,0,1,58,121600.0,19,0.0862068965517241
FLI900212,900212,AST-1193,CIMCX,S-A53-05-179,2018,QCSC111237,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:03:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1159423,ACTIVE,7.0,1,1,0,13,0,4,8,1,0,0,61,139053.0,18,0.0
FLI900213,900213,AST-1194,CIMCX,S-A53-05-179,2018,QCSC111238,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:02:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1159420,ACTIVE,7.0,1,1,0,6,0,5,1,0,0,0,59,128118.0,20,0.0
FLI900214,900214,AST-1261,CIMCX,S-A53-05-179,2018,QCSC111239,SHP-10,COM,RFRCNT,2018-06-22,2018-08-03 10:52:00,7,2706.0,Vendor-A,SLXI-DRC,2018.0,GLW1158456,ACTIVE,7.0,1,1,0,22,5,11,0,6,0,1,61,133932.0,17,0.081967213114754
FLI900215,900215,AST-1229,CIMCX,S-A53-05-179,2018,QCSC111240,SHP-10,COM,RFRCNT,2018-06-22,2018-07-26 09:29:00,7,2714.0,Vendor-A,SLXI-DRC,2018.0,GLW1159445,ACTIVE,7.0,1,1,0,12,5,3,1,1,2,1,56,129280.0,17,0.0892857142857142
FLI900216,900216,AST-1195,CIMCX,S-A53-05-179,2018,QCSC111241,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:26:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159410,ACTIVE,7.0,1,1,0,12,1,1,10,0,0,1,59,131259.0,18,0.0169491525423728
FLI900217,900217,AST-1196,CIMCX,S-A53-05-179,2018,QCSC111242,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:27:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159432,ACTIVE,7.0,1,1,0,6,0,6,0,0,0,0,59,129892.0,19,0.0
FLI900218,900218,AST-1197,CIMCX,S-A53-05-179,2018,QCSC111243,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 12:24:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1158704,ACTIVE,7.0,1,1,0,10,0,8,1,1,0,0,61,136071.0,18,0.0
FLI900219,900219,AST-1198,CIMCX,S-A53-05-179,2018,QCSC111244,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 12:25:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1158707,ACTIVE,7.0,1,1,0,14,5,7,0,1,1,1,56,119007.0,18,0.0892857142857142
FLI900220,900220,AST-1264,CIMCX,S-A53-05-179,2018,QCSC111245,SHP-10,COM,RFRCNT,2018-06-22,2018-08-07 09:35:00,7,2702.0,Vendor-A,SLXI-DRC,2018.0,GLW1158464,ACTIVE,7.0,1,1,0,8,2,4,2,0,0,1,62,133230.0,18,0.032258064516129
FLI900221,900221,AST-1199,CIMCX,S-A53-05-179,2018,QCSC111246,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:04:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1159426,ACTIVE,7.0,1,1,0,9,3,6,0,0,0,1,57,123774.0,22,0.0526315789473684
FLI900222,900222,AST-1251,CIMCX,S-A53-05-179,2018,QCSC111247,SHP-10,COM,RFRCNT,2018-06-22,2018-09-10 14:43:00,7,2668.0,Vendor-A,SLXI-DRC,2018.0,GLW1159409,ACTIVE,7.0,1,1,0,7,0,7,0,0,0,0,62,125261.0,20,0.0
FLI900223,900223,AST-1200,CIMCX,S-A53-05-179,2018,QCSC111248,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:30:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159442,ACTIVE,7.0,1,1,0,10,0,9,1,0,0,0,61,128894.0,18,0.0
FLI900224,900224,AST-1252,CIMCX,S-A53-05-179,2018,QCSC111249,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:33:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159186,ACTIVE,7.0,1,1,0,8,1,5,1,0,1,1,61,134859.0,20,0.0163934426229508
FLI900225,900225,AST-1201,CIMCX,S-A53-05-179,2018,QCSC111250,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:34:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159438,ACTIVE,7.0,1,1,0,8,2,3,0,3,0,1,54,121647.0,20,0.037037037037037
FLI900226,900226,AST-1265,CIMCX,S-A53-05-179,2018,QCSC111251,SHP-10,COM,RFRCNT,2018-06-22,2018-08-07 09:37:00,7,2702.0,Vendor-A,SLXI-DRC,2018.0,GLW1158465,ACTIVE,7.0,1,1,0,7,0,7,0,0,0,0,61,132753.0,18,0.0
FLI900227,900227,AST-1268,CIMCX,S-A53-05-179,2018,QCSC111252,SHP-10,COM,RFRCNT,2018-06-22,2018-08-03 10:52:00,7,2706.0,Vendor-A,SLXI-DRC,2018.0,GLW1158459,ACTIVE,7.0,1,1,0,4,2,2,0,0,0,1,58,120407.0,21,0.0344827586206896
FLI900228,900228,AST-1241,CIMCX,S-A53-05-179,2018,QCSC111253,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:23:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159400,ACTIVE,7.0,1,1,0,15,1,5,9,0,0,1,56,123838.0,17,0.0178571428571428
FLI900229,900229,AST-1259,CIMCX,S-A53-05-179,2018,QCSC111254,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 11:54:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1158471,ACTIVE,7.0,1,1,0,13,7,2,0,3,1,1,55,129200.0,14,0.1272727272727272
FLI900230,900230,AST-1243,CIMCX,S-A53-05-179,2018,QCSC111255,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:35:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159401,ACTIVE,7.0,1,1,0,11,1,8,2,0,0,1,51,115407.0,18,0.0196078431372549
FLI900231,900231,AST-1232,CIMCX,S-A53-05-179,2018,QCSC111256,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:24:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159705,ACTIVE,7.0,1,1,0,8,1,6,1,0,0,1,57,121040.0,18,0.0175438596491228
FLI900232,900232,AST-1202,CIMCX,S-A53-05-179,2018,QCSC111257,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:37:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1158935,ACTIVE,7.0,1,1,0,3,2,0,1,0,0,1,62,127212.0,19,0.032258064516129
FLI900233,900233,AST-1203,CIMCX,S-A53-05-179,2018,QCSC111258,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:38:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1158705,ACTIVE,7.0,1,1,0,12,2,5,0,5,0,1,57,117484.0,17,0.0350877192982456
FLI900234,900234,AST-1204,CIMCX,S-A53-05-179,2018,QCSC111259,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:33:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159415,ACTIVE,7.0,1,1,0,7,1,5,1,0,0,1,60,128904.0,20,0.0166666666666666
FLI900235,900235,AST-1248,CIMCX,S-A53-05-179,2018,QCSC111260,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:40:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159190,ACTIVE,7.0,1,1,0,9,1,6,1,1,0,1,53,122725.0,18,0.0188679245283018
FLI900236,900236,AST-1205,CIMCX,S-A53-05-179,2018,QCSC111261,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:35:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159417,ACTIVE,7.0,1,1,0,6,1,3,2,0,0,1,48,106849.0,17,0.0208333333333333
FLI900237,900237,AST-1206,CIMCX,S-A53-05-179,2018,QCSC111262,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:42:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1158699,ACTIVE,7.0,1,1,0,11,1,4,5,1,0,1,57,120075.0,19,0.0175438596491228
FLI900238,900238,AST-1207,CIMCX,S-A53-05-179,2018,QCSC111263,SHP-10,COM,RFRCNT,2018-06-22,2018-09-19 16:24:00,7,2659.0,Vendor-A,SLXI-DRC,2018.0,GLW1159411,ACTIVE,7.0,1,1,0,3,0,3,0,0,0,0,58,127733.0,20,0.0
FLI900239,900239,AST-1208,CIMCX,S-A53-05-179,2018,QCSC111264,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:43:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1158698,ACTIVE,7.0,1,1,0,11,0,5,5,0,1,0,55,131379.0,14,0.0
FLI900240,900240,AST-1209,CIMCX,S-A53-05-179,2018,QCSC111265,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:09:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1158254,ACTIVE,7.0,1,1,0,14,6,5,1,2,0,1,58,127048.0,19,0.1034482758620689
FLI900241,900241,AST-1210,CIMCX,S-A53-05-179,2018,QCSC111267,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:46:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1158709,ACTIVE,7.0,1,1,0,7,4,1,0,2,0,1,52,111612.0,23,0.0769230769230769
FLI900242,900242,AST-1258,CIMCX,S-A53-05-179,2018,QCSC111268,SHP-10,COM,RFRCNT,2018-06-22,2018-08-01 09:16:00,7,2708.0,Vendor-A,SLXI-DRC,2018.0,GLW1159404,ACTIVE,7.0,1,1,0,6,0,4,1,1,0,0,56,115942.0,22,0.0
FLI900243,900243,AST-1239,CIMCX,S-A53-05-179,2018,QCSC111269,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:24:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159413,ACTIVE,7.0,1,1,0,10,0,3,7,0,0,0,58,131470.0,19,0.0
FLI900244,900244,AST-1211,CIMCX,S-A53-05-179,2018,QCSC111270,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:37:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159412,ACTIVE,7.0,1,1,0,5,0,5,0,0,0,0,56,120445.0,19,0.0
FLI900245,900245,AST-1212,CIMCX,S-A53-05-179,2018,QCSC111271,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:46:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1158472,ACTIVE,7.0,1,1,0,9,1,4,0,4,0,1,59,133611.0,18,0.0169491525423728
FLI900246,900246,AST-1234,CIMCX,S-A53-05-179,2018,QCSC111272,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:25:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159703,ACTIVE,7.0,1,1,0,13,2,4,0,1,6,1,57,122999.0,18,0.0350877192982456
FLI900247,900247,AST-1213,CIMCX,S-A53-05-179,2018,QCSC111273,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:09:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1158710,ACTIVE,7.0,1,1,0,8,4,2,0,2,0,1,56,119662.0,18,0.0714285714285714
FLI900248,900248,AST-1214,CIMCX,S-A53-05-179,2018,QCSC111274,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 12:26:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1159439,ACTIVE,7.0,1,1,0,4,0,3,1,0,0,0,61,129548.0,15,0.0
FLI900249,900249,AST-1215,CIMCX,S-A53-05-179,2018,QCSC111275,SHP-10,COM,RFRCNT,2018-06-22,2018-09-19 16:25:00,7,2659.0,Vendor-A,SLXI-DRC,2018.0,GLW1159436,ACTIVE,7.0,1,1,0,11,2,9,0,0,0,1,59,118600.0,20,0.0338983050847457
FLI900250,900250,AST-1254,CIMCX,S-A53-05-179,2018,QCSC111276,SHP-10,COM,RFRCNT,2018-06-22,2018-08-03 10:52:00,7,2706.0,Vendor-A,SLXI-DRC,2018.0,GLW1158703,ACTIVE,7.0,1,1,0,7,3,2,2,0,0,1,56,119504.0,22,0.0535714285714285
FLI900251,900251,AST-1254,CIMCX,S-A53-05-179,2018,QCSC111277,SHP-10,COM,RFRCNT,2018-06-22,2018-08-03 10:52:00,7,2706.0,Vendor-A,SLXI-DRC,2018.0,GLW1158703,ACTIVE,7.0,1,1,0,7,0,3,2,2,0,0,53,112839.0,16,0.0
FLI900252,900252,AST-1216,CIMCX,S-A53-05-179,2018,QCSC111278,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:49:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159416,ACTIVE,7.0,1,1,0,8,4,1,0,3,0,1,57,114124.0,19,0.0701754385964912
FLI900253,900253,AST-1231,CIMCX,S-A53-05-179,2018,QCSC111279,SHP-10,COM,RFRCNT,2018-06-22,2018-07-26 09:32:00,7,2714.0,Vendor-A,SLXI-DRC,2018.0,GLW1159702,ACTIVE,7.0,1,1,0,7,1,5,0,1,0,1,51,110815.0,16,0.0196078431372549
FLI900254,900254,AST-1227,CIMCX,S-A53-05-179,2018,QCSC111280,SHP-10,COM,RFRCNT,2018-06-22,2018-07-26 09:45:00,7,2714.0,Vendor-A,SLXI-DRC,2018.0,GLW1159707,ACTIVE,7.0,1,1,0,20,1,10,9,0,0,1,61,129142.0,23,0.0163934426229508
FLI900255,900255,AST-1267,CIMCX,S-A53-05-179,2018,QCSC111281,SHP-10,COM,RFRCNT,2018-06-22,2018-08-07 09:40:00,7,2702.0,Vendor-A,SLXI-DRC,2018.0,GLW1158461,ACTIVE,7.0,1,1,0,7,1,5,1,0,0,1,59,125672.0,19,0.0169491525423728
FLI900256,900256,AST-1235,CIMCX,S-A53-05-179,2018,QCSC111282,SHP-10,COM,RFRCNT,2018-06-22,2018-07-26 09:47:00,7,2714.0,Vendor-A,SLXI-DRC,2018.0,GLW1159704,ACTIVE,7.0,1,1,0,7,4,2,1,0,0,1,61,129364.0,24,0.0655737704918032
FLI900257,900257,AST-1226,CIMCX,S-A53-05-179,2018,QCSC111283,SHP-10,COM,RFRCNT,2018-06-22,2018-07-24 09:38:00,7,2716.0,Vendor-A,SLXI-DRC,2018.0,GLW1159709,ACTIVE,7.0,1,1,0,7,1,3,3,0,0,1,59,123798.0,22,0.0169491525423728
FLI900258,900258,AST-1253,CIMCX,S-A53-05-179,2018,QCSC111284,SHP-10,COM,RFRCNT,2018-06-22,2018-08-01 09:16:00,7,2708.0,Vendor-A,SLXI-DRC,2018.0,GLW1159405,ACTIVE,7.0,1,1,0,6,0,2,2,1,1,0,50,103956.0,20,0.0
FLI900259,900259,AST-1272,CIMCX,S-A53-05-179,2018,QCSC111285,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 11:55:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1158470,ACTIVE,7.0,1,1,0,5,0,2,1,0,2,0,58,119190.0,19,0.0
FLI900260,900260,AST-1599,CIMCX,S-A53-05-179,2018,QCSC111286,SHP-10,COM,RFRCNT,2018-06-22,2020-02-26 08:20:00,7,2134.0,Vendor-A,SLXI-DRC,2019.0,GLW1142888,ACTIVE,6.0,1,1,0,6,1,5,0,0,0,1,55,115114.0,21,0.0181818181818181
FLI900261,900261,AST-1266,CIMCX,S-A53-05-179,2018,QCSC111287,SHP-10,COM,RFRCNT,2018-06-22,2018-08-07 09:39:00,7,2702.0,Vendor-A,SLXI-DRC,2018.0,GLW1158455,ACTIVE,7.0,1,1,0,8,3,1,4,0,0,1,60,122131.0,17,0.05
FLI900262,900262,AST-1217,CIMCX,S-A53-05-179,2018,QCSC111288,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:39:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159441,ACTIVE,7.0,1,1,0,14,0,3,6,5,0,0,58,122046.0,22,0.0
FLI900263,900263,AST-1218,CIMCX,S-A53-05-179,2018,QCSC111289,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:41:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159440,ACTIVE,7.0,1,1,0,7,2,5,0,0,0,1,59,126244.0,20,0.0338983050847457
FLI900264,900264,AST-1242,CIMCX,S-A53-05-179,2018,QCSC111290,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:25:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159710,ACTIVE,7.0,1,1,0,12,3,5,4,0,0,1,59,135053.0,22,0.0508474576271186
FLI900265,900265,AST-1219,CIMCX,S-A53-05-179,2018,QCSC111291,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:52:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1158706,ACTIVE,7.0,1,1,0,18,7,8,0,1,2,1,57,125624.0,16,0.1228070175438596
FLI900266,900266,AST-1220,CIMCX,S-A53-05-179,2018,QCSC111292,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:05:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1159418,ACTIVE,7.0,1,1,0,9,3,4,1,0,1,1,57,128698.0,18,0.0526315789473684
FLI900267,900267,AST-1249,CIMCX,S-A53-05-179,2018,QCSC111293,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:26:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159712,ACTIVE,7.0,1,1,0,4,0,4,0,0,0,0,60,121719.0,19,0.0
FLI900268,900268,AST-1237,CIMCX,S-A53-05-179,2018,QCSC111294,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:26:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159708,ACTIVE,7.0,1,1,0,17,1,13,2,1,0,1,61,126540.0,17,0.0163934426229508
FLI900269,900269,AST-1245,CIMCX,S-A53-05-179,2018,QCSC111295,SHP-10,COM,RFRCNT,2018-06-22,2018-07-27 12:27:00,7,2713.0,Vendor-A,SLXI-DRC,2018.0,GLW1159188,ACTIVE,7.0,1,1,0,17,2,9,6,0,0,1,65,139551.0,21,0.0307692307692307
FLI900270,900270,AST-1221,CIMCX,S-A53-05-179,2018,QCSC111296,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:54:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1159433,ACTIVE,7.0,1,1,0,10,1,8,0,1,0,1,57,132960.0,17,0.0175438596491228
FLI900271,900271,AST-1222,CIMCX,S-A53-05-179,2018,QCSC111297,SHP-10,COM,RFRCNT,2018-06-22,2018-07-31 11:55:00,7,2709.0,Vendor-A,SLXI-DRC,2018.0,GLW1158711,ACTIVE,7.0,1,1,0,9,1,4,3,1,0,1,60,123008.0,20,0.0166666666666666
FLI900272,900272,AST-1262,CIMCX,S-A53-05-179,2018,QCSC111298,SHP-10,COM,RFRCNT,2018-06-22,2018-08-03 10:55:00,7,2706.0,Vendor-A,SLXI-DRC,2018.0,GLW1158462,ACTIVE,7.0,1,1,0,8,0,7,1,0,0,0,60,130685.0,16,0.0
FLI900273,900273,AST-1256,CIMCX,S-A53-05-179,2018,QCSC111299,SHP-10,COM,RFRCNT,2018-06-22,2018-08-01 09:16:00,7,2708.0,Vendor-A,SLXI-DRC,2018.0,GLW1158697,ACTIVE,7.0,1,1,0,8,0,8,0,0,0,0,56,124803.0,15,0.0
FLI900274,900274,AST-1260,CIMCX,S-A53-05-179,2018,QCSC111300,SHP-10,COM,RFRCNT,2018-06-22,2018-08-02 11:56:00,7,2707.0,Vendor-A,SLXI-DRC,2018.0,GLW1158468,ACTIVE,7.0,1,1,0,12,9,3,0,0,0,1,54,114724.0,20,0.1666666666666666
FLI900275,900275,AST-1223,CIMCX,S-A53-05-179,2018,QCSC111301,SHP-10,COM,RFRCNT,2018-06-22,2018-07-19 10:03:00,7,2721.0,Vendor-A,SLXI-DRC,2018.0,GLW1159424,ACTIVE,7.0,1,1,0,13,0,5,0,8,0,0,59,123502.0,19,0.0
FLI900276,900276,AST-1224,CIMCX,S-A53-05-179,2018,QCSC111302,SHP-10,COM,RFRCNT,2018-06-22,2018-08-14 11:42:00,7,2695.0,Vendor-A,SLXI-DRC,2018.0,GLW1159428,ACTIVE,7.0,1,1,0,8,0,2,0,0,6,0,57,122850.0,21,0.0
FLI900320,900320,AST-1771,CIMCX,S-A53-05-188,2015,QCSC 082762,SHP-10,COM,RFRCNT,2020-01-21,2025-12-02 15:20:00,10,28.0,Vendor-B,7500 APX RL,2025.0,WAZ91833877,ACTIVE,0.0,0,0,1,3,2,0,0,1,0,1,56,115466.0,22,0.0357142857142857
FLI900278,900278,AST-1794,CIMCX,S-A53-05-188,2015,QCSC 082715,SHP-10,COM,RFRCNT,2020-01-28,2025-10-14 10:23:00,10,77.0,Vendor-B,7500 APX RL,2025.0,WAV91825011,ACTIVE,0.0,0,0,1,7,0,0,6,1,0,0,52,109119.0,22,0.0
FLI900279,900279,AST-1797,CIMCX,S-A53-05-188,2015,QCSC 082716,SHP-10,COM,RFRCNT,2020-01-28,2025-12-02 15:42:00,10,28.0,Vendor-B,7500 APX RL,2025.0,WAZ91833890,ACTIVE,0.0,0,0,1,10,0,10,0,0,0,0,55,121296.0,22,0.0
FLI900280,900280,AST-1288,CIMCX,S-A53-05-188,2015,QCSC 082717,SHP-10,COM,RFRCNT,2020-01-28,2020-02-25 11:14:00,10,2135.0,Vendor-A,S600,2014.0,6001164106,ACTIVE,11.0,0,1,0,4,0,4,0,0,0,0,64,132676.0,23,0.0
